time,type,value
24.249430656433105,4,1
24.781702756881714,2,1
43.85243558883667,4,1
44.62250995635986,2,1
44.63005805015564,2,1
58.91403794288635,4,1
59.45038652420044,2,1
69.72779965400696,4,1
69.92766833305359,2,1
87.1527988910675,4,1
88.17510986328125,4,2
88.25565147399902,2,1
88.4651780128479,3,circ
