time,type,value
3.7542665004730225,4,1
4.054877042770386,2,1
10.630116701126099,4,1
11.654723644256592,4,2
11.910564422607422,4,1
12.439346551895142,2,1
2148.083261013031,4,1
2149.1067085266113,4,2
2149.362719297409,4,1
2150.3860626220703,4,2
2150.6419954299927,4,1
2151.666162252426,4,2
2151.921917438507,4,1
2152.9454402923584,4,2
2153.201286792755,4,1
2154.224599123001,4,2
2154.480614423752,3,circ
