All stim.
[996, 997, 998, 999, 1000]
Reward stim.
[996, 997, 998]
time,whichstim,iftouch,ifreward,ifout
3.6198341846466064,1000,0,0,0
3.6358067989349365,1000,0,0,0
3.652099132537842,1000,0,0,0
3.668609857559204,1000,0,0,0
3.6846470832824707,1000,0,0,0
3.700530767440796,1000,0,0,0
3.7167158126831055,1000,0,0,0
3.731989860534668,1000,0,0,0
3.7485458850860596,1000,0,0,0
3.7645673751831055,1000,0,0,0
3.780343770980835,1000,0,0,0
3.7965097427368164,1000,0,0,0
3.8127338886260986,1000,0,0,0
3.8294365406036377,1000,0,0,0
3.8454816341400146,1000,0,0,0
3.8612561225891113,1000,0,0,0
3.877173662185669,1000,0,0,0
3.8934309482574463,1000,0,0,0
3.9092013835906982,1000,0,0,0
3.926302909851074,1000,0,0,0
3.941943407058716,1000,0,0,0
3.9581122398376465,1000,0,0,0
3.974388599395752,1000,0,0,0
3.99015736579895,1000,0,0,0
4.006254196166992,1000,0,0,0
4.021835803985596,1000,0,0,0
4.045271873474121,1000,0,0,0
4.054701089859009,1000,0,0,0
4.07149863243103,1000,0,0,0
4.087695360183716,1000,0,0,0
4.103736400604248,1000,0,0,0
4.120187282562256,1000,0,0,0
4.136242866516113,1000,0,0,0
4.151254177093506,1000,0,0,0
4.1672890186309814,1000,0,0,0
4.183512210845947,1000,0,0,0
4.199286699295044,1000,0,0,0
4.215094089508057,1000,0,0,0
4.231432914733887,1000,0,0,0
4.249788999557495,1000,0,0,0
4.265480041503906,1000,0,0,0
4.281772136688232,1000,0,0,0
4.297231912612915,1000,0,0,0
4.313342809677124,1000,0,0,0
4.3294148445129395,1000,0,0,0
4.344762325286865,1000,0,0,0
4.360836029052734,1000,0,0,0
4.376924276351929,1000,0,0,0
4.393578767776489,1000,0,0,0
4.409640789031982,1000,0,0,0
4.42485237121582,1000,0,0,0
4.441752195358276,1000,0,0,0
4.457767009735107,1000,0,0,0
4.474236488342285,1000,0,0,0
4.489782810211182,1000,0,0,0
4.505918502807617,1000,0,0,0
4.521810054779053,1000,0,0,0
4.538744211196899,1000,0,0,0
4.5551981925964355,1000,0,0,0
4.571054220199585,1000,0,0,0
4.587116479873657,1000,0,0,0
4.603575229644775,1000,0,0,0
4.619462728500366,1000,0,0,0
4.6355931758880615,1000,0,0,0
4.651495456695557,1000,0,0,0
4.667567491531372,1000,0,0,0
4.683011293411255,1000,0,0,0
4.6988205909729,1000,0,0,0
4.7152416706085205,1000,0,0,0
4.731175661087036,1000,0,0,0
4.747227430343628,1000,0,0,0
4.763654470443726,1000,0,0,0
4.779525518417358,1000,0,0,0
4.794727802276611,1000,0,0,0
4.811707973480225,1000,0,0,0
4.826892137527466,1000,0,0,0
4.843374013900757,1000,0,0,0
4.859294891357422,1000,0,0,0
4.875484228134155,1000,0,0,0
4.891402006149292,1000,0,0,0
4.907768726348877,1000,0,0,0
4.925556898117065,1000,0,0,0
4.941549062728882,1000,0,0,0
4.957712173461914,1000,0,0,0
4.974648475646973,1000,0,0,0
4.990697622299194,1000,0,0,0
5.007426977157593,1000,0,0,0
5.023791074752808,1000,0,0,0
5.053550720214844,998,0,0,0
5.068119287490845,998,0,0,0
5.0840840339660645,998,0,0,0
5.10068941116333,998,0,0,0
5.116607904434204,998,0,0,0
5.132646322250366,998,0,0,0
5.148153781890869,998,0,0,0
5.164041757583618,998,0,0,0
5.18022084236145,998,0,0,0
5.195957899093628,998,0,0,0
5.2123095989227295,998,0,0,0
5.227832317352295,998,0,0,0
5.2447545528411865,998,0,0,0
5.2607738971710205,998,0,0,0
5.2773497104644775,998,0,0,0
5.29322075843811,998,0,0,0
5.308788537979126,998,0,0,0
5.325681924819946,998,0,0,0
5.340816497802734,998,0,0,0
5.357650279998779,998,0,0,0
5.373667478561401,998,0,0,0
5.389114141464233,998,0,0,0
5.405086517333984,998,0,0,0
5.421159505844116,998,0,0,0
5.437605619430542,998,0,0,0
5.453426837921143,998,0,0,0
5.468804359436035,998,0,0,0
5.485700368881226,998,0,0,0
5.501627445220947,998,0,0,0
5.517537355422974,998,0,0,0
5.533397197723389,998,0,0,0
5.5497355461120605,998,0,0,0
5.5660059452056885,998,0,0,0
5.581977367401123,998,0,0,0
5.598529577255249,998,0,0,0
5.614473581314087,998,0,0,0
5.6297948360443115,998,0,0,0
5.646807670593262,998,0,0,0
5.662795305252075,998,0,0,0
5.679440498352051,998,0,0,0
5.695376396179199,998,0,0,0
5.711306095123291,998,0,0,0
5.727190732955933,998,0,0,0
5.743234634399414,998,0,0,0
5.759390354156494,998,0,0,0
5.7752978801727295,998,0,0,0
5.791223049163818,998,0,0,0
5.807146072387695,998,0,0,0
5.823333501815796,998,0,0,0
5.8390257358551025,998,0,0,0
5.859652757644653,998,0,0,0
5.8751325607299805,998,0,0,0
5.890871524810791,998,0,0,0
5.90689492225647,998,0,0,0
5.924067258834839,998,0,0,0
5.940136671066284,998,0,0,0
5.956110954284668,998,0,0,0
5.972468852996826,998,0,0,0
5.9883644580841064,998,0,0,0
6.004194736480713,998,0,0,0
6.0205605030059814,998,0,0,0
6.036420583724976,998,0,0,0
6.059703826904297,996,0,0,0
6.069995403289795,996,0,0,0
6.085932016372681,996,0,0,0
6.102084398269653,996,0,0,0
6.118603229522705,996,0,0,0
6.1340107917785645,996,0,0,0
6.149810552597046,996,0,0,0
6.165926218032837,996,0,0,0
6.182293653488159,996,0,0,0
6.198103666305542,996,0,0,0
6.214470148086548,996,0,0,0
6.230710506439209,996,0,0,0
6.2465903759002686,996,0,0,0
6.26233172416687,996,0,0,0
6.277997732162476,996,0,0,0
6.294288873672485,996,0,0,0
6.310096502304077,996,0,0,0
6.325825929641724,996,0,0,0
6.3424341678619385,996,0,0,0
6.358381032943726,996,0,0,0
6.374320030212402,996,0,0,0
6.390214681625366,996,0,0,0
6.406177759170532,996,0,0,0
6.421804666519165,996,0,0,0
6.4377546310424805,996,0,0,0
6.454094886779785,996,0,0,0
6.470001459121704,996,0,0,0
6.4859583377838135,996,0,0,0
6.5025999546051025,996,0,0,0
6.518416166305542,996,0,0,0
6.534384250640869,996,0,0,0
6.550133943557739,996,0,0,0
6.566007375717163,996,0,0,0
6.582019567489624,996,0,0,0
6.597833156585693,996,0,0,0
6.614215135574341,996,0,0,0
6.629906177520752,996,0,0,0
6.645951986312866,996,0,0,0
6.66239857673645,996,0,0,0
6.683054208755493,996,0,0,0
6.69909143447876,996,0,0,0
6.715490341186523,996,0,0,0
6.731159448623657,996,0,0,0
6.7474400997161865,996,0,0,0
6.763352394104004,996,0,0,0
6.779487133026123,996,0,0,0
6.795238018035889,996,0,0,0
6.811175107955933,996,0,0,0
6.827545404434204,996,0,0,0
6.843559980392456,996,0,0,0
6.863126277923584,996,0,0,0
6.8757500648498535,996,0,0,0
6.892061471939087,996,0,0,0
6.908240556716919,996,0,0,0
6.9257283210754395,996,0,0,0
6.94179368019104,996,0,0,0
6.957956790924072,996,0,0,0
6.973919630050659,996,0,0,0
6.989956378936768,996,0,0,0
7.006614446640015,996,0,0,0
7.022625923156738,996,0,0,0
7.038000583648682,996,0,0,0
7.063402891159058,997,0,0,0
7.071342945098877,997,0,0,0
7.087118625640869,997,0,0,0
7.1035685539245605,997,0,0,0
7.119726896286011,997,0,0,0
7.136077880859375,997,0,0,0
7.1521852016448975,997,0,0,0
7.168477535247803,997,0,0,0
7.184450149536133,997,0,0,0
7.200481176376343,997,0,0,0
7.216406345367432,997,0,0,0
7.23245906829834,997,0,0,0
7.247878551483154,997,0,0,0
7.263765573501587,997,0,0,0
7.279768466949463,997,0,0,0
7.2968831062316895,997,0,0,0
7.312837839126587,997,0,0,0
7.329286336898804,997,0,0,0
7.345339775085449,997,0,0,0
7.361487865447998,997,0,0,0
7.376874208450317,997,0,0,0
7.3930463790893555,997,0,0,0
7.409339189529419,997,0,0,0
7.42532753944397,997,0,0,0
7.440915584564209,997,0,0,0
7.457234859466553,997,0,0,0
7.473561763763428,997,0,0,0
7.489526987075806,997,0,0,0
7.509785175323486,997,0,0,0
7.52654242515564,997,0,0,0
7.542244911193848,997,0,0,0
7.558269262313843,997,0,0,0
7.574427127838135,997,0,0,0
7.590440511703491,997,0,0,0
7.6066734790802,997,0,0,0
7.622126579284668,997,0,0,0
7.638311862945557,997,0,0,0
7.654486417770386,997,0,0,0
7.670055627822876,997,0,0,0
7.686152219772339,997,0,0,0
7.702757120132446,997,0,0,0
7.7197864055633545,997,0,0,0
7.7357776165008545,997,0,0,0
7.752344369888306,997,0,0,0
7.768148183822632,997,0,0,0
7.784521818161011,997,0,0,0
7.8004748821258545,997,0,0,0
7.8164567947387695,997,0,0,0
7.8319690227508545,997,0,0,0
7.847774028778076,997,0,0,0
7.864151477813721,997,0,0,0
7.8799989223480225,997,0,0,0
7.896221160888672,997,0,0,0
7.912731170654297,997,0,0,0
7.930623531341553,997,0,0,0
7.946540355682373,997,0,0,0
7.962507724761963,997,0,0,0
7.978493690490723,997,0,0,0
7.994157791137695,997,0,0,0
8.01006269454956,997,0,0,0
8.026549816131592,997,0,0,0
8.042580842971802,997,0,0,0
8.065536260604858,998,0,0,0
8.074535369873047,998,0,0,0
8.09036660194397,998,0,0,0
8.105848789215088,998,0,0,0
8.121905088424683,998,0,0,0
8.137859582901001,998,0,0,0
8.153687715530396,998,0,0,0
8.16952657699585,998,0,0,0
8.184927701950073,998,0,0,0
8.201707124710083,998,0,0,0
8.217610359191895,998,0,0,0
8.233721494674683,998,0,0,0
8.249046325683594,998,0,0,0
8.265772581100464,998,0,0,0
8.282249212265015,998,0,0,0
8.298630952835083,998,0,0,0
8.314364671707153,998,0,0,0
8.330705642700195,998,0,0,0
8.34749436378479,998,0,0,0
8.363396406173706,998,0,0,0
8.379129886627197,998,0,0,0
8.395720958709717,998,0,0,0
8.411827325820923,998,0,0,0
8.428564548492432,998,0,0,0
8.444156885147095,998,0,0,0
8.459890604019165,998,0,0,0
8.476232051849365,998,0,0,0
8.49212646484375,998,0,0,0
8.507972478866577,998,0,0,0
8.524604558944702,998,0,0,0
8.540392875671387,998,0,0,0
8.555758953094482,998,0,0,0
8.572677850723267,998,0,0,0
8.588428497314453,998,0,0,0
8.604437828063965,998,0,0,0
8.620146751403809,998,0,0,0
8.636357545852661,998,0,0,0
8.6521315574646,998,0,0,0
8.667853832244873,998,0,0,0
8.684561729431152,998,0,0,0
8.700252532958984,998,0,0,0
8.716484308242798,998,0,0,0
8.73225450515747,998,0,0,0
8.747939109802246,998,0,0,0
8.764665603637695,998,0,0,0
8.780461549758911,998,0,0,0
8.796725273132324,998,0,0,0
8.813573122024536,998,0,0,0
8.829341173171997,998,0,0,0
8.845042943954468,998,0,0,0
8.861727952957153,998,0,0,0
8.877792596817017,998,0,0,0
8.89456033706665,998,0,0,0
8.910235166549683,998,0,0,0
8.9273042678833,998,0,0,0
8.943172931671143,998,0,0,0
8.959179639816284,998,0,0,0
8.975584983825684,998,0,0,0
8.991421937942505,998,0,0,0
9.007652044296265,998,0,0,0
9.02370023727417,998,0,0,0
9.03885555267334,998,0,0,0
9.05538272857666,998,0,0,0
9.087146520614624,999,0,0,0
9.100749731063843,999,0,0,0
9.116929531097412,999,0,0,0
9.132768869400024,999,0,0,0
9.148948431015015,999,0,0,0
9.165236711502075,999,0,0,0
9.180988550186157,999,0,0,0
9.196738004684448,999,0,0,0
9.21372652053833,999,0,0,0
9.229964256286621,999,0,0,0
9.246025800704956,999,0,0,0
9.261818885803223,999,0,0,0
9.278594732284546,999,0,0,0
9.293851137161255,999,0,0,0
9.310649394989014,999,0,0,0
9.326647758483887,999,0,0,0
9.34262466430664,999,0,0,0
9.358514547348022,999,0,0,0
9.374544858932495,999,0,0,0
9.390334844589233,999,0,0,0
9.406657934188843,999,0,0,0
9.422570943832397,999,0,0,0
9.438393115997314,999,0,0,0
9.453933954238892,999,0,0,0
9.470677614212036,999,0,0,0
9.486640691757202,999,0,0,0
9.502565145492554,999,0,0,0
9.518335342407227,999,0,0,0
9.534399271011353,999,0,0,0
9.550071716308594,999,0,0,0
9.566497564315796,999,0,0,0
9.582496881484985,999,0,0,0
9.598416328430176,999,0,0,0
9.614556074142456,999,0,0,0
9.63038158416748,999,0,0,0
9.645776748657227,999,0,0,0
9.662707090377808,999,0,0,0
9.678621292114258,999,0,0,0
9.694578409194946,999,0,0,0
9.710330724716187,999,0,0,0
9.726712703704834,999,0,0,0
9.743563652038574,999,0,0,0
9.759424924850464,999,0,0,0
9.77569031715393,999,0,0,0
9.792513608932495,999,0,0,0
9.808431386947632,999,0,0,0
9.824289321899414,999,0,0,0
9.8401780128479,999,0,0,0
9.856457471847534,999,0,0,0
9.87207818031311,999,0,0,0
9.88823676109314,999,0,0,0
9.904762983322144,999,0,0,0
9.922379732131958,999,0,0,0
9.938560009002686,999,0,0,0
9.954387664794922,999,0,0,0
9.97014045715332,999,0,0,0
9.98675012588501,999,0,0,0
10.00363540649414,999,0,0,0
10.018884658813477,999,0,0,0
10.03578519821167,999,0,0,0
10.052584409713745,999,0,0,0
10.068239450454712,999,0,0,0
10.090739250183105,998,0,0,0
10.099783897399902,998,0,0,0
10.116559982299805,998,0,0,0
10.132448673248291,998,0,0,0
10.148171424865723,998,0,0,0
10.16394305229187,998,0,0,0
10.180333614349365,998,0,0,0
10.196301937103271,998,0,0,0
10.212204217910767,998,0,0,0
10.22792100906372,998,0,0,0
10.244726419448853,998,0,0,0
10.260998725891113,998,0,0,0
10.27773404121399,998,0,0,0
10.294538259506226,998,0,0,0
10.31063961982727,998,0,0,0
10.326436996459961,998,0,0,0
10.342372417449951,998,0,0,0
10.358224868774414,998,0,0,0
10.374319314956665,998,0,0,0
10.390333414077759,998,0,0,0
10.406233787536621,998,0,0,0
10.422504425048828,998,0,0,0
10.438369035720825,998,0,0,0
10.45429277420044,998,0,0,0
10.470302820205688,998,0,0,0
10.48625135421753,998,0,0,0
10.502301454544067,998,0,0,0
10.518070697784424,998,0,0,0
10.534022092819214,998,0,0,0
10.549875020980835,998,0,0,0
10.566736698150635,998,0,0,0
10.58277940750122,998,0,0,0
10.599550724029541,998,0,0,0
10.615482091903687,998,0,0,0
10.631685018539429,998,0,0,0
10.648657321929932,998,0,0,0
10.664795398712158,998,0,0,0
10.680985689163208,998,0,0,0
10.697710752487183,998,0,0,0
10.712967157363892,998,0,0,0
10.731696605682373,998,0,0,0
10.746923685073853,998,0,0,0
10.763039588928223,998,0,0,0
10.778950452804565,998,0,0,0
10.79530119895935,998,0,0,0
10.811176776885986,998,0,0,0
10.827050924301147,998,0,0,0
10.842843055725098,998,0,0,0
10.859625339508057,998,0,0,0
10.874733209609985,998,0,0,0
10.891535758972168,998,0,0,0
10.907322883605957,998,0,0,0
10.924209833145142,998,0,0,0
10.939984798431396,998,0,0,0
10.956269979476929,998,0,0,0
10.97232699394226,998,0,0,0
10.988224983215332,998,0,0,0
11.004094362258911,998,0,0,0
11.019935131072998,998,0,0,0
11.03639841079712,998,0,0,0
11.052246570587158,998,0,0,0
11.068097829818726,998,0,0,0
11.090959548950195,998,0,0,0
11.103014945983887,998,0,0,0
11.118813753128052,998,0,0,0
11.13554835319519,998,0,0,0
11.151346445083618,998,0,0,0
11.16762089729309,998,0,0,0
11.18345832824707,998,0,0,0
11.19922137260437,998,0,0,0
11.215145111083984,998,0,0,0
11.23086667060852,998,0,0,0
11.247096061706543,998,0,0,0
11.262946605682373,998,0,0,0
11.278748273849487,998,0,0,0
11.295640230178833,998,0,0,0
11.31140923500061,998,0,0,0
11.327673435211182,998,0,0,0
11.34453272819519,998,0,0,0
11.360421180725098,998,0,0,0
11.37594199180603,998,0,0,0
11.392188310623169,998,0,0,0
11.40811014175415,998,0,0,0
11.424023151397705,998,0,0,0
11.439873218536377,998,0,0,0
11.456330299377441,998,0,0,0
11.472033977508545,998,0,0,0
11.488200187683105,998,0,0,0
11.504235744476318,998,0,0,0
11.519860029220581,998,0,0,0
11.536275148391724,998,0,0,0
11.554278135299683,998,0,0,0
11.570154428482056,998,0,0,0
11.58652663230896,998,0,0,0
11.602452516555786,998,0,0,0
11.617820739746094,998,0,0,0
11.634769439697266,998,0,0,0
11.651514530181885,998,0,0,0
11.667368650436401,998,0,0,0
11.683183670043945,998,0,0,0
11.699482917785645,998,0,0,0
11.715354204177856,998,0,0,0
11.731106042861938,998,0,0,0
11.747157096862793,998,0,0,0
11.762935876846313,998,0,0,0
11.779038906097412,998,0,0,0
11.794853925704956,998,0,0,0
11.811728239059448,998,0,0,0
11.827938318252563,998,0,0,0
11.844122886657715,998,0,0,0
11.859893560409546,998,0,0,0
11.87592887878418,998,0,0,0
11.892721891403198,998,0,0,0
11.90896201133728,998,0,0,0
11.926736116409302,998,0,0,0
11.943654537200928,998,0,0,0
11.958860158920288,998,0,0,0
11.975772142410278,998,0,0,0
11.992534637451172,998,0,0,0
12.008384943008423,998,0,0,0
12.024168968200684,998,0,0,0
12.04034972190857,998,0,0,0
12.0562264919281,998,0,0,0
12.07201361656189,998,0,0,0
12.09503960609436,998,0,0,0
12.103845357894897,998,0,0,0
12.120073556900024,998,0,0,0
12.136073350906372,998,0,0,0
12.151975631713867,998,0,0,0
12.168591499328613,998,0,0,0
12.184605598449707,998,0,0,0
12.199971675872803,998,0,0,0
12.21598505973816,998,0,0,0
12.231902360916138,998,0,0,0
12.247883319854736,998,0,0,0
12.264510154724121,998,0,0,0
12.279847383499146,998,0,0,0
12.299251794815063,998,0,0,0
12.31493854522705,998,0,0,0
12.331363677978516,998,0,0,0
12.347075700759888,998,0,0,0
12.362818241119385,998,0,0,0
12.379727602005005,998,0,0,0
12.396591663360596,998,0,0,0
12.412720918655396,998,0,0,0
12.429534435272217,998,0,0,0
12.445507287979126,998,0,0,0
12.461224555969238,998,0,0,0
12.47805404663086,998,0,0,0
12.494449853897095,998,0,0,0
12.510181188583374,998,0,0,0
12.526119947433472,998,0,0,0
12.542712688446045,998,0,0,0
12.559217929840088,998,0,0,0
12.575321674346924,998,0,0,0
12.591053247451782,998,0,0,0
12.607706546783447,998,0,0,0
12.623945951461792,998,0,0,0
12.639838457107544,998,0,0,0
12.656681299209595,998,0,0,0
12.673254013061523,998,0,0,0
12.689001560211182,998,0,0,0
12.705181360244751,998,0,0,0
12.72101354598999,998,0,0,0
12.736891508102417,998,0,0,0
12.753642082214355,998,0,0,0
12.769446611404419,998,0,0,0
12.784834384918213,998,0,0,0
12.801605463027954,998,0,0,0
12.817445039749146,998,0,0,0
12.832944393157959,998,0,0,0
12.849643230438232,998,0,0,0
12.865026235580444,998,0,0,0
12.880849123001099,998,0,0,0
12.897111415863037,998,0,0,0
12.913212776184082,998,0,0,0
12.929950475692749,998,0,0,0
12.946154117584229,998,0,0,0
12.962682247161865,998,0,0,0
12.978436946868896,998,0,0,0
12.994073152542114,998,0,0,0
13.010411739349365,998,0,0,0
13.025973558425903,998,0,0,0
13.041918992996216,998,0,0,0
13.057812690734863,998,0,0,0
13.074411869049072,998,0,0,0
13.104429721832275,997,0,0,0
13.118645906448364,997,0,0,0
13.134303331375122,997,0,0,0
13.149499416351318,997,0,0,0
13.165739297866821,997,0,0,0
13.182612895965576,997,0,0,0
13.197782039642334,997,0,0,0
13.21461272239685,997,0,0,0
13.230541706085205,997,0,0,0
13.246487617492676,997,0,0,0
13.262319087982178,997,0,0,0
13.27858853340149,997,0,0,0
13.294618129730225,997,0,0,0
13.310665845870972,997,0,0,0
13.326574325561523,997,0,0,0
13.34253716468811,997,0,0,0
13.358658790588379,997,0,0,0
13.37423825263977,997,0,0,0
13.39016079902649,997,0,0,0
13.406606197357178,997,0,0,0
13.422500848770142,997,0,0,0
13.438485145568848,997,0,0,0
13.454312801361084,997,0,0,0
13.470152378082275,997,0,0,0
13.486493349075317,997,0,0,0
13.502366304397583,997,0,0,0
13.5183744430542,997,0,0,0
13.533890962600708,997,0,0,0
13.550638198852539,997,0,0,0
13.56615138053894,997,0,0,0
