All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551651008.0135243,963,0,0,0
1551651008.0314786,963,0,0,0
1551651008.0469477,963,0,0,0
1551651008.063478,963,0,0,0
1551651008.079078,963,0,0,0
1551651008.0955796,963,0,0,0
1551651008.111156,963,0,0,0
1551651008.1275623,963,0,0,0
1551651008.1431158,963,0,0,0
1551651008.1595454,963,0,0,0
1551651008.175154,963,0,0,0
1551651008.1915972,963,0,0,0
1551651008.2070277,963,0,0,0
1551651008.2238321,963,0,0,0
1551651008.2402594,963,0,0,0
1551651008.256751,963,0,0,0
1551651008.2724354,963,0,0,0
1551651008.2888746,963,0,0,0
1551651008.3055058,963,0,0,0
1551651008.321107,963,0,0,0
1551651008.3375506,963,0,0,0
1551651008.3533514,963,0,0,0
1551651008.3704846,963,0,0,0
1551651008.3860252,963,0,0,0
1551651008.4026184,963,0,0,0
1551651008.4182389,963,0,0,0
1551651008.4339125,963,0,0,0
1551651008.4503458,963,0,0,0
1551651008.4659033,963,0,0,0
1551651008.4823089,963,0,0,0
1551651008.4987323,963,0,0,0
1551651008.5144424,963,0,0,0
1551651008.5299602,963,0,0,0
1551651008.5464408,963,0,0,0
1551651008.5619106,963,0,0,0
1551651008.5785074,963,0,0,0
1551651008.594149,963,0,0,0
1551651008.610591,963,0,0,0
1551651008.626251,963,0,0,0
1551651008.6426773,963,0,0,0
1551651008.6583292,963,0,0,0
1551651008.6740692,963,0,0,0
1551651008.6905253,963,0,0,0
1551651008.7059684,963,0,0,0
1551651008.7227244,963,0,0,0
1551651008.7381682,963,0,0,0
1551651008.7548363,963,0,0,0
1551651008.7713392,963,0,0,0
1551651008.7878501,963,0,0,0
1551651008.8045144,963,0,0,0
1551651008.820098,963,0,0,0
1551651008.8362927,963,0,0,0
1551651008.852079,963,0,0,0
1551651008.8686163,963,0,0,0
1551651008.8845317,963,0,0,0
1551651008.9006143,963,0,0,0
1551651008.9161088,963,0,0,0
1551651008.9329102,963,0,0,0
1551651008.9493284,963,0,0,0
1551651008.9650474,963,0,0,0
1551651008.9816227,963,0,0,0
1551651008.997088,963,0,0,0
1551651009.0128314,963,0,0,0
1551651009.0285587,963,0,0,0
1551651009.044381,963,0,0,0
1551651009.0601852,963,0,0,0
1551651009.076125,963,0,0,0
1551651009.0927336,963,0,0,0
1551651009.1094275,963,0,0,0
1551651009.125096,963,0,0,0
1551651009.1417956,963,0,0,0
1551651009.15759,963,0,0,0
1551651009.1733065,963,0,0,0
1551651009.1889815,963,0,0,0
1551651009.2058933,963,0,0,0
1551651009.222605,963,0,0,0
1551651009.2381504,963,0,0,0
1551651009.2546468,963,0,0,0
1551651009.270027,963,0,0,0
1551651009.2860792,963,0,0,0
1551651009.3019853,963,0,0,0
1551651009.3185763,963,0,0,0
1551651009.3343372,963,0,0,0
1551651009.3502269,963,0,0,0
1551651009.3663132,963,0,0,0
1551651009.3825238,963,0,0,0
1551651009.3982828,963,0,0,0
1551651009.4141698,963,0,0,0
1551651009.4300427,963,0,0,0
1551651009.446418,963,0,0,0
1551651009.4621482,963,0,0,0
1551651009.4785106,963,0,0,0
1551651009.4939559,963,0,0,0
1551651009.5104198,963,0,0,0
1551651009.526761,963,0,0,0
1551651009.5422783,963,0,0,0
1551651009.5587027,963,0,0,0
1551651009.5740638,963,0,0,0
1551651009.5906453,963,0,0,0
1551651009.6061366,963,0,0,0
1551651009.622168,963,0,0,0
1551651009.638618,963,0,0,0
1551651009.6542466,963,0,0,0
1551651009.670839,963,0,0,0
1551651009.6871712,963,0,0,0
1551651009.703736,963,0,0,0
1551651009.7192924,963,0,0,0
1551651009.7349117,963,0,0,0
1551651009.7518382,963,0,0,0
1551651009.7687707,963,0,0,0
1551651009.7840173,963,0,0,0
1551651009.8000622,963,0,0,0
1551651009.816262,963,0,0,0
1551651009.8322506,963,0,0,0
1551651009.848245,963,0,0,0
1551651009.8643043,963,0,0,0
1551651009.8805177,963,0,0,0
1551651009.896505,963,0,0,0
1551651009.9125888,963,0,0,0
1551651009.928578,963,0,0,0
1551651009.9446757,963,0,0,0
1551651009.9607856,963,0,0,0
1551651009.9767764,963,0,0,0
1551651009.9920948,963,0,0,0
1551651010.0072317,963,0,0,0
