All stim.
[995, 996, 997, 998, 999, 1000]
Reward stim.
[995, 997, 999]
time,whichstim,iftouch,ifreward,ifout
0.02462935447692871,997,0,0,0
0.038692474365234375,997,0,0,0
0.05484151840209961,997,0,0,0
0.07097649574279785,997,0,0,0
0.08707594871520996,997,0,0,0
0.1040351390838623,997,0,0,0
0.12102723121643066,997,0,0,0
0.13721942901611328,997,0,0,0
0.1532423496246338,997,0,0,0
0.16944026947021484,997,0,0,0
0.18575382232666016,997,0,0,0
0.20168614387512207,997,0,0,0
0.21771574020385742,997,0,0,0
0.23362159729003906,997,0,0,0
0.24956297874450684,997,0,0,0
0.2655158042907715,997,0,0,0
0.28151726722717285,997,0,0,0
0.29847145080566406,997,0,0,0
0.3145008087158203,997,0,0,0
0.33040428161621094,997,0,0,0
0.3463296890258789,997,0,0,0
0.3622584342956543,997,0,0,0
0.3782336711883545,997,0,0,0
0.3941631317138672,997,0,0,0
0.41010236740112305,997,0,0,0
0.42610716819763184,997,0,0,0
0.4429788589477539,997,0,0,0
0.4583759307861328,997,0,0,0
0.47453975677490234,997,0,0,0
0.4904816150665283,997,0,0,0
0.5064694881439209,997,0,0,0
0.5223593711853027,997,0,0,0
0.5383965969085693,997,0,0,0
0.5543441772460938,997,0,0,0
0.5703208446502686,997,0,0,0
0.5863008499145508,997,0,0,0
0.6022651195526123,997,0,0,0
0.6184115409851074,997,0,0,0
0.634392261505127,997,0,0,0
0.6502993106842041,997,0,0,0
1.044762134552002,997,0,0,0
1.0449011325836182,997,0,0,0
1.0449857711791992,997,0,0,0
1.045076847076416,997,0,0,0
1.0451557636260986,997,0,0,0
1.0452349185943604,997,0,0,0
1.0453143119812012,997,0,0,0
1.0454347133636475,997,0,0,0
1.0455167293548584,997,0,0,0
1.045595407485962,997,0,0,0
1.045677900314331,997,0,0,0
1.0457565784454346,997,0,0,0
1.0458357334136963,997,0,0,0
1.0459141731262207,997,0,0,0
1.045992136001587,997,0,0,0
1.0460691452026367,997,0,0,0
1.0461487770080566,997,0,0,0
1.0462265014648438,997,0,0,0
1.0463056564331055,997,0,0,0
1.0463831424713135,997,0,0,0
1.0464978218078613,997,0,0,0
1.0465798377990723,997,0,0,0
1.046658992767334,997,0,0,0
1.046736717224121,997,0,0,0
1.0468168258666992,997,0,0,0
1.0468969345092773,997,0,0,0
1.0469748973846436,997,0,0,0
1.047053337097168,997,0,0,0
1.047130823135376,997,0,0,0
1.0472087860107422,997,0,0,0
1.0472872257232666,997,0,0,0
1.047365427017212,997,0,0,0
1.0474433898925781,997,0,0,0
1.047555685043335,997,0,0,0
1.047637939453125,997,0,0,0
1.0477173328399658,997,0,0,0
1.0477962493896484,997,0,0,0
1.0478746891021729,997,0,0,0
1.0479538440704346,997,0,0,0
1.048032283782959,997,0,0,0
1.0481112003326416,997,0,0,0
1.0481901168823242,997,0,0,0
1.0482676029205322,997,0,0,0
1.0483455657958984,997,0,0,0
1.0484235286712646,997,0,0,0
1.048501968383789,997,0,0,0
1.0486185550689697,997,0,0,0
1.0487043857574463,997,0,0,0
1.048783540725708,997,0,0,0
1.0488612651824951,997,0,0,0
1.0489394664764404,997,0,0,0
1.0490176677703857,997,0,0,0
