
1552492325.8056524,4,1
1552492326.3166337,4,2
1552492326.3195174,2,1
1552492326.337502,2,1
1552492326.3376036,2,1
1552492332.4537907,4,1
1552492332.9652226,4,2
1552492333.0335786,2,1
1552495208.1659262,4,1
1552495208.4717937,2,1
1552495215.433339,4,1
1552495215.944574,4,2
1552495216.199946,4,1
1552495216.710968,4,2
1552495216.966567,4,1
1552495217.477398,4,2
1552495217.7327511,4,1
1552495218.2436776,4,2
1552495218.4992645,4,1
1552495219.010093,4,2
1552495219.0552168,2,1
1552495219.329245,2,1
1552495228.5529234,4,1
1552495229.0640907,4,2
1552495229.3194807,4,1
1552495229.8302665,4,2
1552495230.0857682,4,1
1552495230.3719606,2,1
1552495286.402949,4,1
1552495286.914077,4,2
1552495287.1698086,4,1
1552495287.6807897,4,2
1552495287.9361951,4,1
1552495288.4471877,4,2
1552495288.7027159,4,1
1552495289.2135034,4,2
1552495289.468944,4,1
1552495289.9798727,4,2
1552495290.2354324,4,1
1552495290.562484,2,1
1552495295.8823724,4,1
1552495296.393351,4,2
1552495296.6488538,4,1
1552495297.1597347,4,2
1552495297.4154944,4,1
1552495297.7105498,2,1
1552495456.7634904,4,1
1552495457.2744346,4,2
1552495457.276656,2,1
1552495497.7422638,4,1
1552495498.253384,4,2
1552495498.5089223,4,1
1552495499.0195882,4,2
1552495499.2748685,4,1
1552495499.7854636,4,2
1552495500.0410614,4,1
1552495500.5518398,4,2
1552495500.8071747,4,1
1552495501.31818,4,2
1552495501.4351435,2,1
1552495505.255881,4,1
1552495505.767224,4,2
1552495506.0230973,4,1
1552495506.5341873,4,2
1552495506.7907476,4,1
1552495507.3017147,4,2
1552495507.55737,4,1
1552495508.0139573,2,1
1552495517.786484,4,1
1552495518.297406,4,2
1552495518.5528224,4,1
1552495519.0634727,4,2
1552495519.318845,4,1
1552495519.8296475,4,2
1552495520.085062,4,1
1552495520.595895,4,2
1552495520.8511739,4,1
1552495521.3620217,4,2
1552495521.6175873,4,1
1552495522.1283817,4,2
1552495522.38369,4,1
1552495522.894509,4,2
1552495522.9051142,2,1
1552495522.9052143,2,1
1552495533.2780118,4,1
1552495533.7893443,4,2
1552495533.8341882,2,1
1552500110.467789,4,1
1552500110.9787714,4,2
1552500111.2342086,4,1
1552500111.7450037,4,2
1552500112.0005083,4,1
1552500112.5115578,4,2
1552500112.6213872,2,1
1552500119.1796775,4,1
1552500119.6909738,4,2
1552500119.9463387,4,1
1552500120.4570253,4,2
1552500120.7125523,4,1
1552500121.223804,4,2
1552500121.4791818,4,1
1552500121.9899616,4,2
1552500122.24559,4,1
1552500122.7563736,4,2
1552500122.7659001,2,1
1552500132.6907842,4,1
1552500133.2046788,4,2
1552500133.2510011,2,1
1552500146.5648186,4,1
1552500147.0763988,4,2
1552500147.332139,4,1
1552500147.8433228,4,2
1552500147.8627973,2,1
1552500193.4742413,4,1
1552500193.9860504,4,2
1552500194.0476503,2,1
1552500212.5294492,4,1
1552500213.040415,4,2
1552500213.2959573,4,1
1552500213.8070168,4,2
1552500213.8575876,2,1
1552500218.6729672,4,1
1552500219.183857,4,2
1552500219.439567,4,1
1552500219.950422,4,2
1552500220.2057838,4,1
1552500220.7168393,4,2
1552500220.972297,4,1
1552500221.435175,2,1
1552500234.6450996,4,1
1552500234.9399247,2,1
1552500246.5125344,4,1
1552500247.025134,4,2
1552500247.280585,4,1
1552500247.7917628,4,2
1552500248.0481412,4,1
1552500248.5594344,4,2
1552500248.8150177,4,1
1552500249.3263767,4,2
1552500249.3994558,2,1
1552500264.4816897,4,1
1552500264.9811022,2,1
1552500279.920386,4,1
1552500280.4315443,4,2
1552500280.6869087,4,1
1552500281.0252984,2,1
1552500308.5737724,4,1
1552500309.0846398,4,2
1552500309.123268,2,1
1552500309.4016013,2,1
1552500323.0305912,4,1
1552500323.5421488,4,2
1552500323.7976913,4,1
1552500324.308745,4,2
1552500324.564564,4,1
1552500324.8962564,2,1
1552500342.5639098,4,1
1552500342.8382173,2,1
1552500351.0272372,4,1
1552500351.537361,4,2
1552500351.792686,4,1
1552500352.3036578,4,2
1552500352.5592086,4,1
1552500353.0700207,4,2
1552500353.3253646,4,1
1552500353.8363757,4,2
1552500354.091895,4,1
1552500354.6027336,4,2
1552500354.8581953,4,1
1552500355.369161,4,2
1552500355.6246548,4,1
1552500356.1355634,4,2
1552500356.391068,4,1
1552500356.9018743,4,2
1552500357.1574523,4,1
1552500357.6682723,4,2
1552500357.9237816,4,1
1552500358.4346116,4,2
1552500358.6901784,4,1
1552500358.9529145,2,1
1552500373.2740278,4,1
1552500373.7850237,4,2
1552500373.8627324,2,1
1552500373.8777041,2,1
1552500412.3272135,4,1
1552500412.8381991,4,2
1552500413.093763,4,1
1552500413.6047091,4,2
1552500413.8601253,4,1
1552500414.3555803,2,1
1552500422.8361707,4,1
1552500423.3472407,4,2
1552500423.6027083,4,1
1552500424.113606,4,2
1552500424.3692555,4,1
1552500424.7243862,2,1
1552500424.7274284,2,1
1552500441.0098393,4,1
1552500441.519995,4,2
1552500441.775488,4,1
1552500442.2864528,4,2
1552500442.5418062,4,1
1552500443.052661,4,2
1552500443.3083415,4,1
1552500443.8194647,4,2
1552500444.0749135,4,1
1552500444.5859823,4,2
1552500444.6101975,2,1
1552500444.6278758,2,1
1552500444.906536,2,1
1552500465.6697264,4,1
1552500466.180051,4,2
1552500466.4353476,4,1
1552500466.9460034,4,2
1552500467.2014215,4,1
1552500467.3190749,2,1
1552500478.586056,4,1
1552500479.09725,4,2
1552500479.352673,4,1
1552500479.86359,4,2
1552500480.118922,4,1
1552500480.6295211,4,2
1552500480.6596847,2,1
1552500480.9981198,2,1
1552500507.0314517,4,1
1552500507.3486865,2,1
1552500507.3488219,2,1
1552500529.8589776,4,1
1552500530.37001,4,2
1552500530.6254945,4,1
1552500531.1364403,4,2
1552500531.3069975,2,1
1552500540.529641,4,1
1552500541.0412753,4,2
1552500541.2969906,4,1
1552500541.8078718,4,2
1552500542.06323,4,1
1552500542.5741384,4,2
1552500542.8296804,4,1
1552500543.3310812,2,1
1552500553.842545,4,1
1552500554.0956962,2,1
1552500567.055848,4,1
1552500567.5668309,4,2
1552500567.8222344,4,1
1552500568.333285,4,2
1552500568.5886927,4,1
1552500569.0985777,2,1
1552500569.0998335,2,1
1552500575.8958802,4,1
1552500576.142564,2,1
1552500593.2816455,4,1
1552500593.7933,4,2
1552500594.0491846,4,1
1552500594.5604386,4,2
1552500594.8159046,4,1
1552500595.0722396,2,1
1552504352.9658942,4,1
1552504353.476708,4,2
1552504353.5815334,2,1
1552504374.3069205,4,1
1552504374.817816,4,2
1552504375.0732381,4,1
1552504375.3077834,2,1
1552504375.3087707,2,1
1552504391.193168,4,1
1552504391.7043343,4,2
1552504391.9598947,4,1
1552504392.4707637,4,2
1552504392.7264225,4,1
1552504393.2375214,4,2
1552504393.4930313,4,1
1552504394.004265,4,2
1552504394.259839,4,1
1552504394.7708216,4,2
1552504395.026379,4,1
1552504395.5373383,4,2
1552504395.7928886,4,1
1552504396.303739,4,2
1552504396.5594516,4,1
1552504397.0703635,4,2
1552504397.3259284,4,1
1552504397.4262311,2,1
1552504397.4286425,2,1
1552504407.9662244,4,1
1552504408.4529803,2,1
1552504431.9213786,4,1
1552504432.4305208,4,2
1552504432.6859658,4,1
1552504433.1968346,4,2
1552504433.4523258,4,1
1552504433.9632237,4,2
1552504434.2187414,4,1
1552504434.7294967,4,2
1552504434.9852362,4,1
1552504435.4965382,4,2
1552504435.7518392,4,1
1552504436.2628152,4,2
1552504436.5183122,4,1
1552504437.0292704,4,2
1552504437.2848828,4,1
1552504437.796025,4,2
1552504438.0513866,4,1
1552504438.5626886,4,2
1552504438.8183558,4,1
1552504439.3295205,4,2
1552504439.584807,4,1
1552504440.0956855,4,2
1552504440.3511248,4,1
1552504440.861837,4,2
1552504441.1174483,4,1
1552504441.6282248,4,2
1552504441.8837285,4,1
1552504442.394481,4,2
1552504442.649811,4,1
1552504443.1607203,4,2
1552504443.4164665,3,4
