All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551653462.5870173,0,0,0,0
1551653462.6045146,0,0,0,0
1551653462.6219692,0,0,0,0
1551653462.6393356,0,0,0,0
1551653462.6568015,0,0,0,0
1551653462.6743007,0,0,0,0
1551653462.6915026,0,0,0,0
1551653462.7085445,0,0,0,0
1551653462.7256486,0,0,0,0
1551653462.7427328,0,0,0,0
1551653462.7597616,0,0,0,0
1551653462.7768464,0,0,0,0
1551653462.7938156,0,0,0,0
1551653462.8109038,0,0,0,0
1551653462.8279178,0,0,0,0
1551653462.8449268,0,0,0,0
1551653462.8621924,0,0,0,0
1551653462.8792267,0,0,0,0
1551653462.8962784,0,0,0,0
1551653462.9132915,0,0,0,0
1551653462.930246,0,0,0,0
1551653462.9472272,0,0,0,0
1551653462.9642081,0,0,0,0
1551653462.9813302,0,0,0,0
1551653462.998359,0,0,0,0
1551653463.0154133,0,0,0,0
1551653463.0324936,0,0,0,0
1551653463.0493858,0,0,0,0
1551653463.0664191,0,0,0,0
1551653463.083453,0,0,0,0
1551653463.1004405,0,0,0,0
1551653463.1174674,0,0,0,0
1551653463.1344686,0,0,0,0
1551653463.1515784,0,0,0,0
1551653463.1686635,0,0,0,0
1551653463.185772,0,0,0,0
1551653463.2028275,0,0,0,0
1551653463.2199244,0,0,0,0
1551653463.2370694,0,0,0,0
1551653463.2543018,0,0,0,0
1551653463.271543,0,0,0,0
1551653463.2887356,0,0,0,0
1551653463.3058624,0,0,0,0
1551653463.322934,0,0,0,0
1551653463.3400493,0,0,0,0
1551653463.3571634,0,0,0,0
1551653463.374383,0,0,0,0
1551653463.3916013,0,0,0,0
1551653463.408736,0,0,0,0
1551653463.4258647,0,0,0,0
1551653463.4429793,0,0,0,0
1551653463.4600255,0,0,0,0
1551653463.477257,0,0,0,0
1551653463.4944832,0,0,0,0
1551653463.5119166,0,0,0,0
1551653463.529063,0,0,0,0
1551653463.5461311,0,0,0,0
1551653463.5633755,0,0,0,0
1551653463.580615,0,0,0,0
1551653463.597721,0,0,0,0
1551653463.6148376,0,0,0,0
1551653463.6320083,0,0,0,0
1551653463.6490722,0,0,0,0
1551653463.6661854,0,0,0,0
1551653463.6835744,0,0,0,0
1551653463.7008417,0,0,0,0
1551653463.7179716,0,0,0,0
1551653463.7200043,0,1,0,0
1551653463.747561,961,0,0,0
1551653463.764348,961,0,0,0
1551653463.7810075,961,0,0,0
1551653463.7966428,961,0,0,0
1551653463.8133175,961,0,0,0
1551653463.8300028,961,0,0,0
1551653463.845955,961,0,0,0
1551653463.8615913,961,0,0,0
1551653463.8782356,961,0,0,0
1551653463.8939815,961,0,0,0
1551653463.9096277,961,0,0,0
1551653463.9254246,961,0,0,0
1551653463.942137,961,0,0,0
1551653463.957834,961,0,0,0
1551653463.9736161,961,0,0,0
1551653463.990316,961,0,0,0
1551653464.0060382,961,0,0,0
1551653464.021689,961,0,0,0
1551653464.038363,961,0,0,0
1551653464.0551078,961,0,0,0
1551653464.0707257,961,0,0,0
1551653464.086517,961,0,0,0
1551653464.1030767,961,0,0,0
1551653464.11874,961,0,0,0
1551653464.1345088,961,0,0,0
1551653464.1504931,961,0,0,0
1551653464.1671157,961,0,0,0
1551653464.182854,961,0,0,0
1551653464.1984956,961,0,0,0
1551653464.2152476,961,0,0,0
1551653464.2310278,961,0,0,0
1551653464.2466838,961,0,0,0
1551653464.263361,961,0,0,0
1551653464.2799935,961,0,0,0
1551653464.2956524,961,0,0,0
1551653464.3122022,961,0,0,0
