time,type,value
18.72550106048584,4,1
19.282070636749268,2,1
20.399386644363403,4,1
20.900295972824097,2,1
20.900774240493774,2,1
33.82501411437988,4,1
34.84652018547058,4,2
35.101914167404175,4,1
36.12321472167969,4,2
36.37859606742859,4,1
36.433433055877686,2,1
38.6839804649353,4,1
38.94427227973938,2,1
57.080259799957275,4,1
58.10245108604431,4,2
58.147473096847534,2,1
58.390830755233765,3,circ
