All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551655155.3928888,0,0,0,0
1551655155.4110708,0,0,0,0
1551655155.4289756,0,0,0,0
1551655155.4471896,0,0,0,0
1551655155.4648762,0,0,0,0
1551655155.4832888,0,0,0,0
1551655155.5013926,0,0,0,0
1551655155.5196526,0,0,0,0
1551655155.5376976,0,0,0,0
1551655155.5557098,0,0,0,0
1551655155.573631,0,0,0,0
1551655155.5917583,0,0,0,0
1551655155.6096094,0,0,0,0
1551655155.627719,0,0,0,0
1551655155.6456501,0,0,0,0
1551655155.663639,0,0,0,0
1551655155.68173,0,0,0,0
1551655155.6996946,0,0,0,0
1551655155.7177615,0,0,0,0
1551655155.7356985,0,0,0,0
1551655155.7537687,0,0,0,0
1551655155.7718346,0,0,0,0
1551655155.7900417,0,0,0,0
1551655155.807968,0,0,0,0
1551655155.8259768,0,0,0,0
1551655155.8439283,0,0,0,0
1551655155.862143,0,0,0,0
1551655155.8820097,0,0,0,0
1551655155.899526,0,0,0,0
1551655155.917574,0,0,0,0
1551655155.9357216,0,0,0,0
1551655155.9543486,0,0,0,0
1551655155.9722924,0,0,0,0
1551655155.9905632,0,0,0,0
1551655156.008728,0,0,0,0
1551655156.0270603,0,0,0,0
1551655156.0453146,0,0,0,0
1551655156.0635693,0,0,0,0
1551655156.081523,0,0,0,0
1551655156.099141,0,0,0,0
1551655156.11703,0,0,0,0
1551655156.134615,0,0,0,0
1551655156.1523242,0,0,0,0
1551655156.1700344,0,0,0,0
1551655156.1877992,0,0,0,0
1551655156.2053368,0,0,0,0
1551655156.2230203,0,0,0,0
1551655156.2407053,0,0,0,0
1551655156.2586162,0,0,0,0
1551655156.2761683,0,0,0,0
1551655156.29354,0,0,0,0
1551655156.3109608,0,0,0,0
1551655156.3282487,0,0,0,0
1551655156.3455348,0,0,0,0
1551655156.3629725,0,0,0,0
1551655156.3807995,0,0,0,0
1551655156.397673,0,0,0,0
1551655156.4145644,0,0,0,0
1551655156.4314513,0,0,0,0
1551655156.448457,0,0,0,0
1551655156.465326,0,0,0,0
1551655156.4822843,0,0,0,0
1551655156.499246,0,0,0,0
1551655156.5162816,0,0,0,0
1551655156.5332847,0,0,0,0
1551655156.5502326,0,0,0,0
1551655156.5672019,0,0,0,0
1551655156.584097,0,0,0,0
1551655156.6009643,0,0,0,0
1551655156.6178882,0,0,0,0
1551655156.6348364,0,0,0,0
1551655156.651761,0,0,0,0
1551655156.668672,0,0,0,0
1551655156.6856163,0,0,0,0
1551655156.7024705,0,0,0,0
1551655156.7193022,0,0,0,0
1551655156.7362993,0,0,0,0
1551655156.7383463,0,1,0,0
1551655156.7718222,964,1,0,0
1551655156.7874553,964,1,0,0
1551655156.8040714,964,1,0,0
1551655156.8197157,964,1,0,0
1551655156.8362038,964,1,0,0
1551655156.8516335,964,1,0,0
1551655156.8679976,964,1,0,0
1551655156.8835914,964,1,0,0
1551655156.9001038,964,1,0,0
1551655156.9155798,964,1,0,0
1551655156.9320433,964,1,0,0
1551655156.9474459,964,1,0,0
1551655156.964025,964,1,0,0
1551655156.9795716,964,1,0,0
1551655156.9960938,964,1,0,0
1551655157.0115182,964,1,0,0
1551655157.0280027,964,1,0,0
1551655157.0435834,964,1,0,0
1551655157.0601666,964,1,0,0
1551655157.075641,964,1,0,0
1551655157.092107,964,1,0,0
1551655157.1075788,964,1,0,0
1551655157.124108,964,1,0,0
1551655157.1396847,964,1,0,0
1551655157.15619,964,1,0,0
1551655157.171567,964,1,0,0
1551655157.1880238,964,1,0,0
1551655157.2034984,964,1,0,0
1551655157.2200508,964,1,0,0
1551655157.2355723,964,1,0,0
1551655157.252379,964,1,0,0
1551655157.2688434,964,1,0,0
1551655157.2844734,964,1,0,0
1551655157.3010695,964,1,0,0
1551655157.316576,964,1,0,0
1551655157.3330755,964,1,0,0
1551655157.3487065,964,1,0,0
1551655157.3653152,964,1,0,0
1551655157.3821678,964,1,0,0
1551655157.3976948,964,1,0,0
1551655157.4143364,964,1,0,0
1551655157.430983,964,1,0,0
1551655157.4464772,964,1,0,0
1551655157.4629405,964,1,0,0
1551655157.4784935,964,1,0,0
1551655157.4952192,964,1,0,0
1551655157.5107045,964,1,0,0
1551655157.52722,964,1,0,0
1551655157.5428126,964,1,0,0
1551655157.5593393,964,1,0,0
1551655157.5758429,964,1,0,0
1551655157.592288,964,1,0,0
1551655157.6077209,964,1,0,0
1551655157.6242974,964,1,0,0
1551655157.6399455,964,1,0,0
1551655157.6555119,964,1,0,0
1551655157.6721342,964,1,0,0
1551655157.68765,964,1,0,0
1551655157.70423,964,1,0,0
1551655157.719918,964,1,0,0
1551655157.735555,964,1,0,0
1551655157.7521493,964,1,0,0
1551655157.7676868,964,1,0,0
1551655157.7842867,964,1,0,0
1551655157.799954,964,1,0,0
1551655157.8155713,964,1,0,0
1551655157.8321376,964,1,0,0
1551655157.8477368,964,1,0,0
1551655157.8643665,964,1,0,0
1551655157.8810873,964,1,0,0
1551655157.89675,964,1,0,0
1551655157.913368,964,1,0,0
1551655157.9301276,964,1,0,0
1551655157.9457128,964,1,0,0
1551655157.9616616,964,1,0,0
1551655157.9783058,964,1,0,0
1551655157.9940212,964,1,0,0
1551655158.0088613,964,1,0,0
1551655158.025825,964,1,0,0
1551655158.0414283,964,1,0,0
1551655158.058014,964,1,0,0
1551655158.073639,964,1,0,0
1551655158.0903168,964,1,0,0
1551655158.1070209,964,1,0,0
1551655158.1227014,964,1,0,0
1551655158.1393526,964,1,0,0
1551655158.156011,964,1,0,0
1551655158.1716046,964,1,0,0
1551655158.1882157,964,1,0,0
1551655158.2039099,964,1,0,0
1551655158.2196288,964,1,0,0
1551655158.236309,964,1,0,0
1551655158.2529085,964,1,0,0
1551655158.2687964,964,1,0,0
1551655158.284542,964,1,0,0
1551655158.3006577,964,1,0,0
1551655158.3164394,964,1,0,0
1551655158.333198,964,1,0,0
1551655158.3487325,964,1,0,0
1551655158.364712,964,1,0,0
1551655158.380844,964,1,0,0
1551655158.397247,964,1,0,0
1551655158.4129608,964,1,0,0
1551655158.428734,964,1,0,0
1551655158.445282,964,1,0,0
1551655158.4610326,964,1,0,0
1551655158.4769661,964,1,0,0
1551655158.4925387,964,1,0,0
1551655158.5091407,964,1,0,0
1551655158.5246742,964,1,0,0
1551655158.5405426,964,1,0,0
1551655158.5570655,964,1,0,0
1551655158.5724816,964,1,0,0
1551655158.5891654,964,1,0,0
1551655158.6046803,964,1,0,0
1551655158.6206691,964,1,0,0
1551655158.637392,964,1,0,0
1551655158.653986,964,1,0,0
1551655158.6694813,964,1,0,0
1551655158.6862967,964,1,0,0
1551655158.7020288,964,1,0,0
1551655158.7177968,964,1,0,0
1551655158.7334926,964,1,0,0
1551655158.7502553,964,1,0,0
1551655158.7659042,964,1,0,0
1551655158.781667,964,1,0,0
1551655158.7974524,964,1,0,0
1551655158.814101,964,1,0,0
1551655158.829709,964,1,0,0
1551655158.8455586,964,1,0,0
1551655158.862241,964,1,0,0
1551655158.8778462,964,1,0,0
1551655158.8937624,964,1,0,0
1551655158.9102976,964,1,0,0
1551655158.926112,964,1,0,0
1551655158.9421506,964,1,0,0
1551655158.9577355,964,1,0,0
1551655158.9742694,964,1,0,0
1551655158.989962,964,1,0,0
1551655159.004834,964,1,0,0
1551655159.0220325,964,1,0,0
1551655159.0382922,964,1,0,0
1551655159.053852,964,1,0,0
1551655159.070252,964,1,0,0
1551655159.0854878,964,1,0,0
1551655159.1019511,964,1,0,0
1551655159.118387,964,1,0,0
1551655159.1345925,964,1,0,0
1551655159.1508052,964,1,0,0
1551655159.1669922,964,1,0,0
1551655159.1831837,964,1,0,0
1551655159.1984916,964,1,0,0
1551655159.214856,964,1,0,0
1551655159.2313375,964,1,0,0
1551655159.247472,964,1,0,0
1551655159.2636852,964,1,0,0
1551655159.2799742,964,1,0,0
1551655159.2955315,964,1,0,0
1551655159.31208,964,1,0,0
1551655159.3282516,964,1,0,0
1551655159.3435936,964,1,0,0
1551655159.3599687,964,1,0,0
1551655159.376165,964,1,0,0
1551655159.3916798,964,1,0,0
1551655159.4080386,964,1,0,0
1551655159.424211,964,1,0,0
1551655159.439607,964,1,0,0
1551655159.4560902,964,1,0,0
1551655159.472224,964,1,0,0
1551655159.488342,964,1,0,0
1551655159.5045617,964,1,0,0
1551655159.5209308,964,1,0,0
1551655159.5365245,964,1,0,0
1551655159.552975,964,1,0,0
1551655159.5693889,964,1,0,0
1551655159.5857363,964,1,0,0
1551655159.6022418,964,1,0,0
1551655159.6175127,964,1,0,0
1551655159.6341233,964,1,0,0
1551655159.6504593,964,1,0,0
1551655159.6665285,964,1,0,0
1551655159.6826632,964,1,0,0
1551655159.6990917,964,1,0,0
1551655159.7152238,964,1,0,0
1551655159.7304494,964,1,0,0
1551655159.7467756,964,1,0,0
1551655159.7629972,964,1,0,0
1551655159.7791438,964,1,0,0
1551655159.7953095,964,1,0,0
1551655159.8105793,964,1,0,0
1551655159.8269255,964,1,0,0
1551655159.8432932,964,1,0,0
1551655159.8586092,964,1,0,0
1551655159.875017,964,1,0,0
1551655159.8912156,964,1,0,0
1551655159.90739,964,1,0,0
1551655159.9240534,964,1,0,0
1551655159.939645,964,1,0,0
1551655159.9563425,964,1,0,0
1551655159.9729729,964,1,0,0
1551655159.9885833,964,1,0,0
1551655160.0043068,964,1,0,0
1551655160.0210047,964,1,0,0
1551655160.0366747,964,1,0,0
1551655160.0532856,964,1,0,0
1551655160.0689666,964,1,0,0
1551655160.084624,964,1,0,0
1551655160.101214,964,1,0,0
1551655160.116873,964,1,0,0
1551655160.1331255,964,1,0,0
1551655160.1487956,964,1,0,0
1551655160.1644795,964,1,0,0
1551655160.181095,964,1,0,0
1551655160.196774,964,1,0,0
1551655160.2126753,964,1,0,0
1551655160.2293205,964,1,0,0
1551655160.2459807,964,1,0,0
1551655160.261602,964,1,0,0
1551655160.27827,964,1,0,0
1551655160.2940419,964,1,0,0
1551655160.3097887,964,1,0,0
1551655160.3254552,964,1,0,0
1551655160.3420804,964,1,0,0
1551655160.3577523,964,1,0,0
1551655160.3734515,964,1,0,0
1551655160.3901505,964,1,0,0
1551655160.405724,964,1,0,0
1551655160.4223444,964,1,0,0
1551655160.439084,964,1,0,0
1551655160.4548898,964,1,0,0
1551655160.4706097,964,1,0,0
1551655160.4872627,964,1,0,0
1551655160.5032647,964,1,0,0
1551655160.5192578,964,1,0,0
1551655160.5352528,964,1,0,0
1551655160.5512602,964,1,0,0
1551655160.5672574,964,1,0,0
1551655160.583075,964,1,0,0
1551655160.5988028,964,1,0,0
1551655160.6145325,964,1,0,0
1551655160.63125,964,1,0,0
1551655160.646901,964,1,0,0
1551655160.66257,964,1,0,0
1551655160.6792753,964,1,0,0
1551655160.6949613,964,1,0,0
1551655160.7106497,964,1,0,0
1551655160.7273002,964,1,0,0
1551655160.7430444,964,1,0,0
1551655160.758963,964,1,0,0
1551655160.774644,964,1,0,0
1551655160.7913718,964,1,0,0
1551655160.8080423,964,1,0,0
1551655160.8237836,964,1,0,0
1551655160.839512,964,1,0,0
1551655160.8561816,964,1,0,0
1551655160.8718736,964,1,0,0
1551655160.887718,964,1,0,0
1551655160.903432,964,1,0,0
1551655160.9201937,964,1,0,0
1551655160.9358714,964,1,0,0
1551655160.951558,964,1,0,0
1551655160.9681864,964,1,0,0
1551655160.9838996,964,1,0,0
1551655160.9996417,964,1,0,0
1551655161.0162435,964,1,0,0
1551655161.0319653,964,1,0,0
1551655161.047675,964,1,0,0
1551655161.0638013,964,1,0,0
1551655161.0795658,964,1,0,0
1551655161.096232,964,1,0,0
1551655161.1119058,964,1,0,0
1551655161.127532,964,1,0,0
1551655161.1442032,964,1,0,0
1551655161.1600096,964,1,0,0
1551655161.1758463,964,1,0,0
1551655161.1915164,964,1,0,0
1551655161.2081907,964,1,0,0
1551655161.2239244,964,1,0,0
1551655161.239687,964,1,0,0
1551655161.2563348,964,1,0,0
1551655161.2729938,964,1,0,0
1551655161.288713,964,1,0,0
1551655161.3044384,964,1,0,0
1551655161.3211284,964,1,0,0
1551655161.3371422,964,1,0,0
1551655161.3531537,964,1,0,0
1551655161.369247,964,1,0,0
1551655161.3849175,964,1,0,0
1551655161.4007256,964,1,0,0
1551655161.417321,964,1,0,0
1551655161.4340386,964,1,0,0
1551655161.4496686,964,1,0,0
1551655161.4663756,964,1,0,0
1551655161.483085,964,1,0,0
1551655161.498714,964,1,0,0
1551655161.514438,964,1,0,0
1551655161.5311239,964,1,0,0
1551655161.5467124,964,1,0,0
1551655161.563331,964,1,0,0
1551655161.5799553,964,1,0,0
1551655161.5956216,964,1,0,0
1551655161.6122563,964,1,0,0
1551655161.6278255,964,1,0,0
1551655161.6436064,964,1,0,0
1551655161.6602588,964,1,0,0
1551655161.675961,964,1,0,0
1551655161.6915433,964,1,0,0
1551655161.708153,964,1,0,0
1551655161.72432,964,1,0,0
1551655165.1096382,964,0,1,0
1551655165.109782,0,0,0,0
1551655165.1408925,0,0,0,0
1551655165.1580474,0,0,0,0
1551655165.1751702,0,0,0,0
1551655165.1903532,0,0,0,0
1551655165.2069867,0,0,0,0
1551655165.2230134,0,0,0,0
1551655165.2401125,0,0,0,0
1551655165.2573164,0,0,0,0
1551655165.2746255,0,0,0,0
1551655165.2918396,0,0,0,0
1551655165.3091211,0,0,0,0
1551655165.3262293,0,0,0,0
1551655165.3433278,0,0,0,0
1551655165.3608034,0,0,0,0
1551655165.378039,0,0,0,0
1551655165.395897,0,0,0,0
1551655165.4129286,0,0,0,0
1551655165.43003,0,0,0,0
1551655165.447097,0,0,0,0
1551655165.4640508,0,0,0,0
1551655165.4812438,0,0,0,0
1551655165.4982438,0,0,0,0
1551655165.5152724,0,0,0,0
1551655165.5324345,0,0,0,0
1551655165.5495214,0,0,0,0
1551655165.5665731,0,0,0,0
1551655165.5836706,0,0,0,0
1551655165.6008554,0,0,0,0
1551655165.6180058,0,0,0,0
1551655165.635077,0,0,0,0
1551655165.6522167,0,0,0,0
1551655165.6693668,0,0,0,0
1551655165.6864836,0,0,0,0
1551655165.7036397,0,0,0,0
1551655165.7207625,0,0,0,0
1551655165.7379797,0,0,0,0
1551655165.7550073,0,0,0,0
1551655165.772213,0,0,0,0
1551655165.7893317,0,0,0,0
1551655165.8064194,0,0,0,0
1551655165.8235037,0,0,0,0
1551655165.8407638,0,0,0,0
1551655165.8578808,0,0,0,0
