All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551654858.614197,0,0,0,0
1551654858.6336195,0,0,0,0
1551654858.6502213,0,0,0,0
1551654858.6664333,0,0,0,0
1551654858.6835191,0,0,0,0
1551654858.704269,0,0,0,0
1551654858.73303,0,0,0,0
1551654858.7516363,0,0,0,0
1551654858.768988,0,0,0,0
1551654858.7863865,0,0,0,0
1551654858.804313,0,0,0,0
1551654858.8214219,0,0,0,0
1551654858.8384955,0,0,0,0
1551654858.8558848,0,0,0,0
1551654858.8728828,0,0,0,0
1551654858.89179,0,0,0,0
1551654858.909492,0,0,0,0
1551654858.927364,0,0,0,0
1551654858.945058,0,0,0,0
1551654858.9626033,0,0,0,0
1551654858.9807272,0,0,0,0
1551654858.9995816,0,0,0,0
1551654859.0192306,0,0,0,0
1551654859.03714,0,0,0,0
1551654859.0548434,0,0,0,0
1551654859.0724251,0,0,0,0
1551654859.090332,0,0,0,0
1551654859.1079202,0,0,0,0
1551654859.1254456,0,0,0,0
1551654859.1429493,0,0,0,0
1551654859.160612,0,0,0,0
1551654859.1782057,0,0,0,0
1551654859.1957655,0,0,0,0
1551654859.2133937,0,0,0,0
1551654859.2310276,0,0,0,0
1551654859.2484958,0,0,0,0
1551654859.2657099,0,0,0,0
1551654859.2834687,0,0,0,0
1551654859.3010988,0,0,0,0
1551654859.3248098,0,0,0,0
1551654859.341551,0,0,0,0
1551654859.3590746,0,0,0,0
1551654859.3767252,0,0,0,0
1551654859.3946793,0,0,0,0
1551654859.4125352,0,0,0,0
1551654859.430437,0,0,0,0
1551654859.448154,0,0,0,0
1551654859.4659808,0,0,0,0
1551654859.483879,0,0,0,0
1551654859.5017838,0,0,0,0
1551654859.5195115,0,0,0,0
1551654859.536826,0,0,0,0
1551654859.5540698,0,0,0,0
1551654859.5715592,0,0,0,0
1551654859.5888758,0,0,0,0
1551654859.6061904,0,0,0,0
1551654859.623768,0,0,0,0
1551654859.6410313,0,0,0,0
1551654859.6582534,0,0,0,0
1551654859.675597,0,0,0,0
1551654859.6929162,0,0,0,0
1551654859.7101347,0,0,0,0
1551654859.7276297,0,0,0,0
1551654859.7448363,0,0,0,0
1551654859.7621627,0,0,0,0
1551654859.7795653,0,0,0,0
1551654859.7969453,0,0,0,0
1551654859.7989185,0,1,0,0
1551654859.8337574,964,1,0,0
1551654859.8495555,964,1,0,0
1551654859.8656483,964,1,0,0
1551654859.8822384,964,1,0,0
1551654859.8977895,964,1,0,0
1551654859.9143753,964,1,0,0
1551654859.9299495,964,1,0,0
1551654859.9463878,964,1,0,0
1551654859.9628081,964,1,0,0
1551654859.979246,964,1,0,0
1551654859.9947116,964,1,0,0
1551654860.0102124,964,1,0,0
1551654860.0256767,964,1,0,0
1551654860.0421886,964,1,0,0
1551654860.0576398,964,1,0,0
1551654860.0737312,964,1,0,0
1551654860.0902503,964,1,0,0
1551654860.1057582,964,1,0,0
1551654860.122223,964,1,0,0
1551654860.13768,964,1,0,0
1551654860.1542232,964,1,0,0
1551654860.1697655,964,1,0,0
1551654860.1863368,964,1,0,0
1551654860.201799,964,1,0,0
1551654860.2182856,964,1,0,0
1551654860.2338207,964,1,0,0
1551654860.2503088,964,1,0,0
1551654860.26582,964,1,0,0
1551654860.282242,964,1,0,0
1551654860.2977052,964,1,0,0
1551654860.3142667,964,1,0,0
1551654860.3297524,964,1,0,0
1551654860.3462353,964,1,0,0
1551654860.361685,964,1,0,0
1551654860.377561,964,1,0,0
1551654860.394459,964,1,0,0
1551654860.4110436,964,1,0,0
1551654860.4274354,964,1,0,0
1551654860.4439244,964,1,0,0
1551654860.4594815,964,1,0,0
1551654860.4759912,964,1,0,0
1551654860.4924436,964,1,0,0
1551654860.5089002,964,1,0,0
1551654860.5244792,964,1,0,0
1551654860.5410264,964,1,0,0
1551654860.5564868,964,1,0,0
1551654860.572942,964,1,0,0
1551654860.589452,964,1,0,0
1551654860.6060486,964,1,0,0
1551654860.6215806,964,1,0,0
1551654860.6381142,964,1,0,0
1551654860.6537676,964,1,0,0
1551654860.6703267,964,1,0,0
1551654860.6858573,964,1,0,0
1551654860.7023962,964,1,0,0
1551654860.718927,964,1,0,0
1551654860.734496,964,1,0,0
1551654860.7510858,964,1,0,0
1551654860.7666266,964,1,0,0
1551654860.783201,964,1,0,0
1551654860.7987087,964,1,0,0
1551654860.815314,964,1,0,0
1551654860.8318605,964,1,0,0
1551654860.847641,964,1,0,0
1551654860.8641906,964,1,0,0
1551654860.8797698,964,1,0,0
1551654860.895478,964,1,0,0
1551654860.9119709,964,1,0,0
1551654860.927634,964,1,0,0
1551654860.9441876,964,1,0,0
1551654860.959734,964,1,0,0
1551654860.9762983,964,1,0,0
1551654860.9917722,964,1,0,0
1551654861.0072849,964,1,0,0
1551654861.0229166,964,1,0,0
1551654861.0387113,964,1,0,0
1551654861.055284,964,1,0,0
1551654861.0708272,964,1,0,0
1551654861.0873897,964,1,0,0
1551654861.10397,964,1,0,0
1551654861.1195626,964,1,0,0
1551654861.1361213,964,1,0,0
1551654861.1516168,964,1,0,0
1551654861.1682162,964,1,0,0
1551654861.1838453,964,1,0,0
1551654861.2004673,964,1,0,0
1551654861.2170022,964,1,0,0
1551654861.2324784,964,1,0,0
1551654861.2489882,964,1,0,0
1551654861.2645352,964,1,0,0
1551654861.2811158,964,1,0,0
1551654861.2965734,964,1,0,0
1551654861.3131363,964,1,0,0
1551654861.3286755,964,1,0,0
1551654861.3452318,964,1,0,0
1551654861.3607154,964,1,0,0
1551654861.377209,964,1,0,0
1551654861.393071,964,1,0,0
1551654861.4086065,964,1,0,0
1551654861.4251766,964,1,0,0
1551654861.440673,964,1,0,0
1551654861.4572225,964,1,0,0
1551654861.4727726,964,1,0,0
1551654861.4892814,964,1,0,0
1551654861.5048304,964,1,0,0
1551654861.5213645,964,1,0,0
1551654861.5368454,964,1,0,0
1551654861.5533187,964,1,0,0
1551654861.56884,964,1,0,0
1551654861.585432,964,1,0,0
1551654861.601874,964,1,0,0
1551654861.6183681,964,1,0,0
1551654861.6339152,964,1,0,0
1551654861.650496,964,1,0,0
1551654861.6669211,964,1,0,0
1551654861.683404,964,1,0,0
1551654861.6999614,964,1,0,0
1551654861.7154777,964,1,0,0
1551654861.731968,964,1,0,0
1551654861.7475538,964,1,0,0
1551654861.7643967,964,1,0,0
1551654861.7809734,964,1,0,0
1551654861.7964814,964,1,0,0
1551654869.6714249,964,0,1,0
1551654869.6715705,0,0,0,0
1551654869.7026415,0,0,0,0
1551654869.719514,0,0,0,0
1551654869.7364197,0,0,0,0
1551654869.7532787,0,0,0,0
1551654869.7701247,0,0,0,0
1551654869.7870688,0,0,0,0
1551654869.803509,0,0,0,0
1551654869.8200493,0,0,0,0
1551654869.8368452,0,0,0,0
1551654869.8526113,0,0,0,0
1551654869.868473,0,0,0,0
1551654869.8854246,0,0,0,0
1551654869.901787,0,0,0,0
1551654869.9186552,0,0,0,0
1551654869.9354963,0,0,0,0
1551654869.952463,0,0,0,0
1551654869.9693117,0,0,0,0
1551654869.9861042,0,0,0,0
1551654870.0031133,0,0,0,0
1551654870.0200517,0,0,0,0
1551654870.037092,0,0,0,0
1551654870.0540745,0,0,0,0
1551654870.0710635,0,0,0,0
1551654870.0880857,0,0,0,0
1551654870.1050298,0,0,0,0
1551654870.1219556,0,0,0,0
1551654870.1388986,0,0,0,0
1551654870.1558807,0,0,0,0
1551654870.1728632,0,0,0,0
1551654870.1897757,0,0,0,0
1551654870.206746,0,0,0,0
1551654870.2236512,0,0,0,0
1551654870.2405717,0,0,0,0
1551654870.2575638,0,0,0,0
1551654870.2744503,0,0,0,0
1551654870.2913907,0,0,0,0
1551654870.3082755,0,0,0,0
1551654870.32528,0,0,0,0
1551654870.342191,0,0,0,0
1551654870.3590596,0,0,0,0
1551654870.3759568,0,0,0,0
1551654870.3928416,0,0,0,0
1551654870.409696,0,0,0,0
1551654870.4267387,0,0,0,0
1551654870.4437132,0,0,0,0
1551654870.4606256,0,0,0,0
1551654870.4776654,0,0,0,0
1551654870.4945602,0,0,0,0
1551654870.511496,0,0,0,0
1551654870.5285585,0,0,0,0
1551654870.5454464,0,0,0,0
1551654870.562325,0,0,0,0
1551654870.5792892,0,0,0,0
1551654870.5961714,0,0,0,0
1551654870.6131468,0,0,0,0
1551654870.6300223,0,0,0,0
1551654870.6470215,0,0,0,0
1551654870.6639204,0,0,0,0
1551654870.6808217,0,0,0,0
1551654870.6977394,0,0,0,0
1551654870.7146769,0,0,0,0
