time,whichstim,iftouch,ifout
0.008112430572509766,4,0,0
0.01633739471435547,4,0,0
0.03226208686828613,4,0,0
0.047571659088134766,4,0,0
0.06379103660583496,4,0,0
0.08015799522399902,4,0,0
0.09623217582702637,4,0,0
0.11211895942687988,4,0,0
0.12747573852539062,4,0,0
0.1441493034362793,4,0,0
0.15944123268127441,4,0,0
0.17569613456726074,4,0,0
0.19205045700073242,4,0,0
0.20810818672180176,4,0,0
0.22424602508544922,4,0,0
0.24063467979431152,4,0,0
0.2577505111694336,4,0,0
0.27361226081848145,4,0,0
0.28977060317993164,4,0,0
0.3060321807861328,4,0,0
0.321561336517334,4,0,0
0.3376767635345459,4,0,0
0.35341525077819824,4,0,0
0.36972618103027344,4,0,0
0.386185884475708,4,0,0
0.4024498462677002,4,0,0
0.4239470958709717,4,0,0
0.43949198722839355,4,0,0
0.45561766624450684,4,0,0
0.4736480712890625,4,0,0
0.4901618957519531,4,0,0
0.5057003498077393,4,0,0
0.5218527317047119,4,0,0
0.5378282070159912,4,0,0
0.5540242195129395,4,0,0
0.5702025890350342,4,0,0
0.5858926773071289,4,0,0
0.6019783020019531,4,0,0
0.6175992488861084,4,0,0
0.633983850479126,4,0,0
0.650158166885376,4,0,0
0.6657824516296387,4,0,0
0.6818771362304688,4,0,0
0.6976113319396973,4,0,0
0.7137000560760498,4,0,0
0.7299168109893799,4,0,0
0.7453842163085938,4,0,0
0.761467456817627,4,0,0
0.778181791305542,4,0,0
0.793673038482666,4,0,0
0.8099575042724609,4,0,0
0.8254601955413818,4,0,0
0.8408076763153076,4,0,0
0.8565769195556641,4,0,0
0.87272047996521,4,0,0
0.8890242576599121,4,0,0
0.9046452045440674,4,0,0
0.9209058284759521,4,0,0
0.9369919300079346,4,0,0
0.9530789852142334,4,0,0
0.9683215618133545,4,0,0
0.9843816757202148,4,0,0
1.0087890625,4,0,0
1.0171124935150146,4,0,0
1.032848596572876,4,0,0
1.0490081310272217,4,0,0
1.0646028518676758,4,0,0
1.0807204246520996,4,0,0
1.096574306488037,4,0,0
1.1126456260681152,4,0,0
1.1288111209869385,4,0,0
1.1452867984771729,4,0,0
1.1614530086517334,4,0,0
1.1783757209777832,4,0,0
1.1946523189544678,4,0,0
1.210895299911499,4,0,0
1.2270550727844238,4,0,0
1.2432196140289307,4,0,0
1.260394811630249,4,0,0
1.276198148727417,4,0,0
1.291419267654419,4,0,0
1.3083291053771973,4,0,0
1.3253533840179443,4,0,0
1.3418946266174316,4,0,0
1.357640266418457,4,0,0
1.3737695217132568,4,0,0
1.3895740509033203,4,0,0
1.4055087566375732,4,0,0
1.4216527938842773,4,0,0
1.4375052452087402,4,0,0
1.453599452972412,4,0,0
1.469465732574463,4,0,0
1.4854238033294678,4,0,0
1.501579999923706,4,0,0
1.518141508102417,4,0,0
1.5340287685394287,4,0,0
1.5497944355010986,4,0,0
1.5658307075500488,4,0,0
1.5818336009979248,4,0,0
1.5974018573760986,4,0,0
1.614236831665039,4,0,0
1.6298038959503174,4,0,0
1.6460366249084473,4,0,0
1.662015676498413,4,0,0
1.6776561737060547,4,0,0
1.6935079097747803,4,0,0
1.7102911472320557,4,0,0
1.7264387607574463,4,0,0
1.7425405979156494,4,0,0
1.7589612007141113,4,0,0
1.7749881744384766,4,0,0
1.7904813289642334,4,0,0
1.806495189666748,4,0,0
1.8226220607757568,4,0,0
1.838028907775879,4,0,0
1.85402512550354,4,0,0
1.869826316833496,4,0,0
1.8857638835906982,4,0,0
1.9017620086669922,4,0,0
1.918154239654541,4,0,0
1.9339561462402344,4,0,0
1.9495835304260254,4,0,0
1.965592861175537,4,0,0
1.9818055629730225,4,0,0
1.9978299140930176,4,0,0
2.0348305702209473,4,0,0
2.0497066974639893,4,0,0
2.066152334213257,4,0,0
2.0814027786254883,4,0,0
2.097500801086426,4,0,0
2.11348295211792,4,0,0
2.1296584606170654,4,0,0
2.145462989807129,4,0,0
2.1619873046875,4,0,0
2.1778922080993652,4,0,0
2.1938424110412598,4,0,0
2.2099974155426025,4,0,0
2.2259275913238525,4,0,0
2.241410493850708,4,0,0
2.2583863735198975,4,0,0
2.2744321823120117,4,0,0
2.2906172275543213,4,0,0
2.3064069747924805,4,0,0
2.322895050048828,4,0,0
2.3389084339141846,4,0,0
2.3548192977905273,4,0,0
2.371187925338745,4,0,0
2.3870890140533447,4,0,0
2.4029173851013184,4,0,0
2.418900966644287,4,0,0
2.4349539279937744,4,0,0
2.451117992401123,4,0,0
2.4670231342315674,4,0,0
2.4827024936676025,4,0,0
2.4986371994018555,4,0,0
2.514714002609253,4,0,0
2.530825614929199,4,0,0
2.546689033508301,4,0,0
2.5623936653137207,4,0,0
2.579228401184082,4,0,0
2.5951476097106934,4,0,0
2.6105129718780518,4,0,0
2.6263489723205566,4,0,0
2.6428165435791016,4,0,0
2.6587870121002197,4,0,0
2.6748809814453125,4,0,0
2.6912012100219727,4,0,0
2.7063353061676025,4,0,0
2.7228853702545166,4,0,0
2.7389724254608154,4,0,0
2.7549993991851807,4,0,0
2.7711997032165527,4,0,0
2.7871904373168945,4,0,0
2.8030405044555664,4,0,0
2.819467306137085,4,0,0
2.834629774093628,4,0,0
2.8513689041137695,4,0,0
2.871695041656494,4,0,0
2.887986421585083,4,0,0
2.9036777019500732,4,0,0
2.91975736618042,4,0,0
2.9362287521362305,4,0,0
2.9521517753601074,4,0,0
2.9681801795959473,4,0,0
2.9835011959075928,4,0,0
2.9993629455566406,4,0,0
3.015894651412964,4,0,0
3.040947914123535,1,0,0
3.048887252807617,1,0,0
3.0649566650390625,1,0,0
3.0809879302978516,1,0,0
3.097266674041748,1,0,0
3.11330246925354,1,0,0
3.1296279430389404,1,0,0
3.145465612411499,1,0,0
3.161949634552002,1,0,0
3.1777942180633545,1,0,0
3.193706512451172,1,0,0
3.2098288536071777,1,0,0
3.225703001022339,1,0,0
3.242263078689575,1,0,0
3.2593934535980225,1,0,0
3.275517702102661,1,0,0
3.2919459342956543,1,0,0
3.3078014850616455,1,0,0
3.324016809463501,1,0,0
3.339963912963867,1,0,0
3.3559463024139404,1,0,0
3.371490240097046,1,0,0
3.387460231781006,1,0,0
3.4039485454559326,1,0,0
3.4199795722961426,1,0,0
3.4360556602478027,1,0,0
3.452221155166626,1,0,0
3.467644214630127,1,0,0
3.48347544670105,1,0,0
3.499598503112793,1,0,0
3.5157999992370605,1,0,0
3.5323143005371094,1,0,0
3.5492701530456543,1,0,0
3.5653700828552246,1,0,0
3.581387996673584,1,0,0
3.5983166694641113,1,0,0
3.614896535873413,1,0,0
3.634707450866699,1,0,0
3.6511306762695312,1,0,0
3.6674983501434326,1,0,0
3.6881542205810547,1,0,0
3.7034244537353516,1,0,0
3.7194228172302246,1,0,0
3.7354185581207275,1,0,0
3.75197434425354,1,0,0
3.768035650253296,1,0,0
3.7840709686279297,1,0,0
3.7997026443481445,1,0,0
3.8155314922332764,1,0,0
3.832198143005371,1,0,0
3.848320960998535,1,0,0
3.8643252849578857,1,0,0
3.8811707496643066,1,0,0
3.8971805572509766,1,0,0
3.912393569946289,1,0,0
3.928483724594116,1,0,0
3.944624423980713,1,0,0
3.960383892059326,1,0,0
3.9773688316345215,1,0,0
3.9933831691741943,1,0,0
4.009758472442627,1,0,0
4.025636196136475,1,0,0
4.048626899719238,5,0,0
4.058149337768555,5,0,0
4.073713302612305,5,0,0
4.0896971225738525,5,0,0
4.1057212352752686,5,0,0
4.121970891952515,5,0,0
4.1379945278167725,5,0,0
4.15338134765625,5,0,0
4.169517517089844,5,0,0
4.185788631439209,5,0,0
4.20220160484314,5,0,0
4.218206167221069,5,0,0
4.233850479125977,5,0,0
4.249934673309326,5,0,0
4.26604437828064,5,0,0
4.281670570373535,5,0,0
4.2975804805755615,5,0,0
4.314160346984863,5,0,0
4.330180406570435,5,0,0
4.346238613128662,5,0,0
4.36174201965332,5,0,0
4.377916097640991,5,0,0
4.393539190292358,5,0,0
4.412131071090698,5,0,0
4.428032159805298,5,0,0
4.443917274475098,5,0,0
4.465199708938599,5,0,0
4.480603933334351,5,0,0
4.497016668319702,5,0,0
4.51247239112854,5,0,0
4.529047012329102,5,0,0
4.5449934005737305,5,0,0
4.561042308807373,5,0,0
4.576639413833618,5,0,0
4.592536211013794,5,0,0
4.609124422073364,5,0,0
4.625028371810913,5,0,0
4.641085863113403,5,0,0
4.6568639278411865,5,0,0
4.672916412353516,5,0,0
4.688385963439941,5,0,0
4.704395294189453,5,0,0
4.720513582229614,5,0,0
4.736541509628296,5,0,0
4.75251841545105,5,0,0
4.769092798233032,5,0,0
4.784997463226318,5,0,0
4.801060676574707,5,0,0
4.816679000854492,5,0,0
4.832768201828003,5,0,0
4.848402500152588,5,0,0
4.865324258804321,5,0,0
4.881385564804077,5,0,0
4.898205041885376,5,0,0
4.914103984832764,5,0,0
4.929331541061401,5,0,0
4.945404291152954,5,0,0
4.961533546447754,5,0,0
4.977685928344727,5,0,0
4.993587017059326,5,0,0
5.010107040405273,5,0,0
5.026226758956909,5,0,0
5.0486040115356445,3,0,0
5.058595418930054,3,0,0
5.074464559555054,3,0,0
5.090893507003784,3,0,0
5.106832265853882,3,0,0
5.122989177703857,3,0,0
5.1387553215026855,3,0,0
5.15467095375061,3,0,0
5.1709582805633545,3,0,0
5.186471223831177,3,0,0
5.2028489112854,3,0,0
5.218735933303833,3,0,0
5.237836599349976,3,0,0
5.255194187164307,3,0,0
5.271537780761719,3,0,0
5.291846990585327,3,0,0
5.307959794998169,3,0,0
5.323607921600342,3,0,0
5.339837551116943,3,0,0
5.355541706085205,3,0,0
5.371737003326416,3,0,0
5.387931823730469,3,0,0
5.403979778289795,3,0,0
5.4200568199157715,3,0,0
5.436275959014893,3,0,0
5.453258037567139,3,0,0
5.468581199645996,3,0,0
5.4852330684661865,3,0,0
5.500479459762573,3,0,0
5.516594886779785,3,0,0
5.532925367355347,3,0,0
5.548311948776245,3,0,0
5.5649824142456055,3,0,0
5.580989599227905,3,0,0
5.597108602523804,3,0,0
5.612595081329346,3,0,0
5.628800392150879,3,0,0
5.644398212432861,3,0,0
5.660505056381226,3,0,0
5.676576375961304,3,0,0
5.693015098571777,3,0,0
5.708949327468872,3,0,0
5.724603891372681,3,0,0
5.7406535148620605,3,0,0
5.756875514984131,3,0,0
5.772600173950195,3,0,0
5.788539409637451,3,0,0
5.80445408821106,3,0,0
5.820488452911377,3,0,0
5.835600852966309,3,0,0
5.852131605148315,3,0,0
5.8681042194366455,3,0,0
5.883760690689087,3,0,0
5.89990496635437,3,0,0
5.916083335876465,3,0,0
5.931491851806641,3,0,0
5.947439908981323,3,0,0
5.9640467166900635,3,0,0
5.980117082595825,3,0,0
5.996218681335449,3,0,0
6.012227773666382,3,0,0
6.02839207649231,3,0,0
6.063074111938477,1,0,0
6.07722544670105,1,0,0
6.093273878097534,1,0,0
6.1088316440582275,1,0,0
6.125126600265503,1,0,0
6.140695810317993,1,0,0
6.156863212585449,1,0,0
6.172539949417114,1,0,0
6.188647985458374,1,0,0
6.204734802246094,1,0,0
6.221266508102417,1,0,0
6.238238096237183,1,0,0
6.254855155944824,1,0,0
6.270974159240723,1,0,0
6.286983489990234,1,0,0
6.3025922775268555,1,0,0
6.318486213684082,1,0,0
6.334765672683716,1,0,0
6.35075831413269,1,0,0
6.366857290267944,1,0,0
6.38249659538269,1,0,0
6.398515701293945,1,0,0
6.4153077602386475,1,0,0
6.431454420089722,1,0,0
6.44757080078125,1,0,0
6.463464736938477,1,0,0
6.4798502922058105,1,0,0
6.496160507202148,1,0,0
6.511509895324707,1,0,0
6.527627944946289,1,0,0
6.544269561767578,1,0,0
6.560827970504761,1,0,0
6.576968193054199,1,0,0
6.593127965927124,1,0,0
6.609245300292969,1,0,0
6.624939918518066,1,0,0
6.641068458557129,1,0,0
6.657104969024658,1,0,0
6.672491550445557,1,0,0
6.688556909561157,1,0,0
6.7052836418151855,1,0,0
6.722350835800171,1,0,0
6.738498210906982,1,0,0
6.755053281784058,1,0,0
6.771275520324707,1,0,0
6.786457061767578,1,0,0
6.802673816680908,1,0,0
6.81927490234375,1,0,0
6.8353962898254395,1,0,0
6.855100870132446,1,0,0
6.870874643325806,1,0,0
6.886914253234863,1,0,0
6.908400058746338,1,0,0
6.923575162887573,1,0,0
6.939984321594238,1,0,0
6.956177234649658,1,0,0
6.9719154834747314,1,0,0
6.988062858581543,1,0,0
7.004229784011841,1,0,0
7.019469499588013,1,0,0
7.035619735717773,1,0,0
7.058115482330322,3,0,0
7.068201065063477,3,0,0
7.083681106567383,3,0,0
7.0994553565979,3,0,0
7.115723609924316,3,0,0
7.131381273269653,3,0,0
7.147658824920654,3,0,0
7.164146661758423,3,0,0
7.179938793182373,3,0,0
7.196178913116455,3,0,0
7.211685657501221,3,0,0
7.227882146835327,3,0,0
7.244099378585815,3,0,0
7.260814189910889,3,0,0
7.276925563812256,3,0,0
7.293200254440308,3,0,0
7.308551788330078,3,0,0
7.324620008468628,3,0,0
7.341156244277954,3,0,0
7.357306480407715,3,0,0
7.373889923095703,3,0,0
7.390160799026489,3,0,0
7.405510425567627,3,0,0
7.421367168426514,3,0,0
7.437649726867676,3,0,0
7.453832626342773,3,0,0
7.470102310180664,3,0,0
7.486071348190308,3,0,0
7.501542568206787,3,0,0
7.5175087451934814,3,0,0
7.533629894256592,3,0,0
7.549829721450806,3,0,0
7.565815210342407,3,0,0
7.581481218338013,3,0,0
7.597505569458008,3,0,0
7.613507270812988,3,0,0
7.630022764205933,3,0,0
7.646103382110596,3,0,0
7.66213846206665,3,0,0
7.679635763168335,3,0,0
7.6955976486206055,3,0,0
7.7124183177948,3,0,0
7.728633403778076,3,0,0
7.744585037231445,3,0,0
7.7613043785095215,3,0,0
7.778305530548096,3,0,0
7.794905185699463,3,0,0
7.810904502868652,3,0,0
7.826871156692505,3,0,0
7.843131065368652,3,0,0
7.859069108963013,3,0,0
7.8744800090789795,3,0,0
7.8903844356536865,3,0,0
7.907198429107666,3,0,0
7.9225218296051025,3,0,0
7.938363790512085,3,0,0
7.954710245132446,3,0,0
7.970582008361816,3,0,0
7.986721515655518,3,0,0
8.0030517578125,3,0,0
8.019251823425293,3,0,0
8.035287857055664,3,0,0
8.051411867141724,3,0,0
8.07554316520691,2,0,0
8.084449529647827,2,0,0
8.100730419158936,2,0,0
8.116488218307495,2,0,0
8.132631063461304,2,0,0
8.14905834197998,2,0,0
8.165164232254028,2,0,0
8.180907011032104,2,0,0
8.197166681289673,2,0,0
8.21243143081665,2,0,0
8.228566884994507,2,0,0
8.244755268096924,2,0,0
8.261595010757446,2,0,0
8.277644395828247,2,0,0
8.293808460235596,2,0,0
8.309984922409058,2,0,0
8.326071977615356,2,0,0
8.341885328292847,2,0,0
8.357969045639038,2,0,0
8.373786211013794,2,0,0
8.390179634094238,2,0,0
8.405335187911987,2,0,0
8.422063112258911,2,0,0
8.438376903533936,2,0,0
8.453821182250977,2,0,0
8.469720125198364,2,0,0
8.485644817352295,2,0,0
8.501622438430786,2,0,0
8.518290281295776,2,0,0
8.533418416976929,2,0,0
8.550220251083374,2,0,0
8.566311597824097,2,0,0
8.582553148269653,2,0,0
8.598695516586304,2,0,0
8.614806890487671,2,0,0
8.630360126495361,2,0,0
8.646469116210938,2,0,0
8.662683486938477,2,0,0
8.67885684967041,2,0,0
8.694342136383057,2,0,0
8.710936546325684,2,0,0
8.727132558822632,2,0,0
8.74260663986206,2,0,0
8.758748531341553,2,0,0
8.774963617324829,2,0,0
8.790900230407715,2,0,0
8.80695128440857,2,0,0
8.823104858398438,2,0,0
8.838086128234863,2,0,0
8.85422134399414,2,0,0
8.869626522064209,2,0,0
8.885777235031128,2,0,0
8.902074575424194,2,0,0
8.918156623840332,2,0,0
8.934305906295776,2,0,0
8.950816631317139,2,0,0
8.9670250415802,2,0,0
8.98320484161377,2,0,0
8.999298810958862,2,0,0
9.015357494354248,2,0,0
9.03217363357544,2,0,0
9.047444105148315,2,0,0
9.063545942306519,2,0,0
9.085992097854614,3,0,0
9.096126556396484,3,0,0
9.111798763275146,3,0,0
9.12782073020935,3,0,0
9.144262790679932,3,0,0
9.160402297973633,3,0,0
9.176685571670532,3,0,0
9.192504405975342,3,0,0
9.208665370941162,3,0,0
9.224855422973633,3,0,0
9.241126775741577,3,0,0
9.257808923721313,3,0,0
9.274134635925293,3,0,0
9.293184518814087,3,0,0
9.308635473251343,3,0,0
9.324753522872925,3,0,0
9.341111421585083,3,0,0
9.356666803359985,3,0,0
9.372763872146606,3,0,0
9.388828754425049,3,0,0
9.404940128326416,3,0,0
9.42098069190979,3,0,0
9.436581134796143,3,0,0
9.452784061431885,3,0,0
9.468992233276367,3,0,0
9.484627723693848,3,0,0
9.500724792480469,3,0,0
9.516895771026611,3,0,0
9.5330331325531,3,0,0
9.54883599281311,3,0,0
9.564642190933228,3,0,0
9.581202983856201,3,0,0
9.596467018127441,3,0,0
9.612454175949097,3,0,0
9.628799200057983,3,0,0
9.644476890563965,3,0,0
9.660688161849976,3,0,0
9.676822423934937,3,0,0
9.692861318588257,3,0,0
9.708931684494019,3,0,0
9.724629878997803,3,0,0
9.740781307220459,3,0,0
9.756974458694458,3,0,0
9.772378206253052,3,0,0
9.788415670394897,3,0,0
9.805089950561523,3,0,0
9.821270227432251,3,0,0
9.83542013168335,3,0,0
9.851501703262329,3,0,0
9.867556810379028,3,0,0
9.883504152297974,3,0,0
9.899821281433105,3,0,0
9.916002035140991,3,0,0
9.932092428207397,3,0,0
9.948237419128418,3,0,0
9.963992357254028,3,0,0
9.980103969573975,3,0,0
9.995344161987305,3,0,0
10.011396408081055,3,0,0
10.027488708496094,3,0,0
10.043827295303345,3,0,0
10.062026500701904,3,0,0
10.077651262283325,3,0,0
10.107524394989014,5,0,0
10.122913837432861,5,0,0
10.140734434127808,5,0,0
10.157202243804932,5,0,0
10.172448635101318,5,0,0
10.18863034248352,5,0,0
10.204335689544678,5,0,0
10.22050404548645,5,0,0
10.23687481880188,5,0,0
10.253763675689697,5,0,0
10.269758462905884,5,0,0
10.285572052001953,5,0,0
10.301757574081421,5,0,0
10.317798137664795,5,0,0
10.334140300750732,5,0,0
10.350265979766846,5,0,0
10.366962671279907,5,0,0
10.383184671401978,5,0,0
10.398418426513672,5,0,0
10.414991855621338,5,0,0
10.431143283843994,5,0,0
10.446319103240967,5,0,0
10.462459802627563,5,0,0
10.478646516799927,5,0,0
10.495145559310913,5,0,0
10.510438919067383,5,0,0
10.526785612106323,5,0,0
10.542878150939941,5,0,0
10.558991193771362,5,0,0
10.574517011642456,5,0,0
10.590619802474976,5,0,0
10.606852054595947,5,0,0
10.622988224029541,5,0,0
10.639278650283813,5,0,0
10.655919075012207,5,0,0
10.672061443328857,5,0,0
10.688159227371216,5,0,0
10.704190254211426,5,0,0
10.720198392868042,5,0,0
10.735836744308472,5,0,0
10.751971960067749,5,0,0
10.768088340759277,5,0,0
10.783531188964844,5,0,0
10.799649953842163,5,0,0
10.816319704055786,5,0,0
10.83243441581726,5,0,0
10.849151372909546,5,0,0
10.865339040756226,5,0,0
10.881105661392212,5,0,0
10.896594047546387,5,0,0
10.913519859313965,5,0,0
10.93005108833313,5,0,0
10.946021318435669,5,0,0
10.962066650390625,5,0,0
10.977418184280396,5,0,0
10.99347472190857,5,0,0
11.009613990783691,5,0,0
