All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551654282.2485485,0,0,0,0
1551654282.2691135,0,0,0,0
1551654282.2914512,0,0,0,0
1551654282.3218799,0,0,0,0
1551654282.3466582,0,0,0,0
1551654282.3635852,0,0,0,0
1551654282.3869693,0,0,0,0
1551654282.4032574,0,0,0,0
1551654282.4213934,0,0,0,0
1551654282.439553,0,0,0,0
1551654282.4576614,0,0,0,0
1551654282.4757676,0,0,0,0
1551654282.493696,0,0,0,0
1551654282.5119147,0,0,0,0
1551654282.5300002,0,0,0,0
1551654282.5480552,0,0,0,0
1551654282.564308,0,0,0,0
1551654282.579545,0,0,0,0
1551654282.5957048,0,0,0,0
1551654282.6118944,0,0,0,0
1551654282.628034,0,0,0,0
1551654282.6441298,0,0,0,0
1551654282.6603434,0,0,0,0
1551654282.6775527,0,0,0,0
1551654282.6956608,0,0,0,0
1551654282.7137578,0,0,0,0
1551654282.7318578,0,0,0,0
1551654282.7498446,0,0,0,0
1551654282.7674794,0,0,0,0
1551654282.7853942,0,0,0,0
1551654282.8047633,0,0,0,0
1551654282.8225834,0,0,0,0
1551654282.8406494,0,0,0,0
1551654282.8586497,0,0,0,0
1551654282.8766768,0,0,0,0
1551654282.8944323,0,0,0,0
1551654282.912359,0,0,0,0
1551654282.9306188,0,0,0,0
1551654282.9485104,0,0,0,0
1551654282.9667702,0,0,0,0
1551654282.9846013,0,0,0,0
1551654283.0025818,0,0,0,0
1551654283.02008,0,0,0,0
1551654283.0372982,0,0,0,0
1551654283.0543733,0,0,0,0
1551654283.071078,0,0,0,0
1551654283.0882056,0,0,0,0
1551654283.1052327,0,0,0,0
1551654283.1219947,0,0,0,0
1551654283.1391113,0,0,0,0
1551654283.1561632,0,0,0,0
1551654283.1729095,0,0,0,0
1551654283.1899867,0,0,0,0
1551654283.2071354,0,0,0,0
1551654283.2237978,0,0,0,0
1551654283.241003,0,0,0,0
1551654283.2581758,0,0,0,0
1551654283.274789,0,0,0,0
1551654283.2989218,0,0,0,0
1551654283.315096,0,0,0,0
1551654283.3325148,0,0,0,0
1551654283.3503346,0,0,0,0
1551654283.3683567,0,0,0,0
1551654283.386389,0,0,0,0
1551654283.4043922,0,0,0,0
1551654283.4229422,0,0,0,0
1551654283.4413922,0,0,0,0
1551654283.459947,0,0,0,0
1551654283.4779718,0,0,0,0
1551654283.495423,0,0,0,0
1551654283.513174,0,0,0,0
1551654283.5309896,0,0,0,0
1551654283.548236,0,0,0,0
1551654283.5653696,0,0,0,0
1551654283.5825698,0,0,0,0
1551654283.5997849,0,0,0,0
1551654283.6171458,0,0,0,0
1551654283.6344144,0,0,0,0
1551654283.6516557,0,0,0,0
1551654283.6690493,0,0,0,0
1551654283.6861567,0,0,0,0
1551654283.7033641,0,0,0,0
1551654283.7208662,0,0,0,0
1551654283.738117,0,0,0,0
1551654283.7552328,0,0,0,0
1551654283.7727115,0,0,0,0
1551654283.789761,0,0,0,0
1551654283.8069108,0,0,0,0
1551654283.8239813,0,0,0,0
1551654283.8433695,0,0,0,0
1551654283.8617442,0,0,0,0
1551654283.8625972,0,1,0,0
1551654283.8944173,958,1,0,0
1551654283.9107056,958,1,0,0
1551654283.927171,958,1,0,0
1551654283.9432833,958,1,0,0
1551654283.9593246,958,1,0,0
1551654283.9747195,958,1,0,0
1551654283.9911156,958,1,0,0
1551654284.0061991,958,1,0,0
1551654284.0223227,958,1,0,0
1551654284.0383458,958,1,0,0
1551654284.0536127,958,1,0,0
1551654284.0697222,958,1,0,0
1551654284.0857828,958,1,0,0
1551654284.1018038,958,1,0,0
1551654284.1177058,958,1,0,0
1551654284.1338625,958,1,0,0
1551654284.1498654,958,1,0,0
1551654284.16585,958,1,0,0
1551654284.1818423,958,1,0,0
1551654284.1975026,958,1,0,0
1551654284.2134776,958,1,0,0
1551654284.230131,958,1,0,0
1551654284.245785,958,1,0,0
1551654284.2614796,958,1,0,0
1551654284.278155,958,1,0,0
1551654284.2939157,958,1,0,0
1551654284.3098607,958,1,0,0
1551654284.3255785,958,1,0,0
1551654284.3422375,958,1,0,0
1551654284.3578687,958,1,0,0
1551654284.373634,958,1,0,0
1551654284.3902533,958,1,0,0
1551654284.4059012,958,1,0,0
1551654284.4216065,958,1,0,0
1551654284.438182,958,1,0,0
1551654284.4549446,958,1,0,0
1551654284.4705057,958,1,0,0
1551654284.4867237,958,1,0,0
1551654284.5028458,958,1,0,0
