All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551654715.5089176,0,0,0,0
1551654715.526474,0,0,0,0
1551654715.5440474,0,0,0,0
1551654715.5616436,0,0,0,0
1551654715.5792077,0,0,0,0
1551654715.5967433,0,0,0,0
1551654715.6143062,0,0,0,0
1551654715.6315572,0,0,0,0
1551654715.6491313,0,0,0,0
1551654715.667033,0,0,0,0
1551654715.686157,0,0,0,0
1551654715.7045553,0,0,0,0
1551654715.7207665,0,0,0,0
1551654715.738454,0,0,0,0
1551654715.7574086,0,0,0,0
1551654715.7748444,0,0,0,0
1551654715.792489,0,0,0,0
1551654715.81148,0,0,0,0
1551654715.8307617,0,0,0,0
1551654715.8487709,0,0,0,0
1551654715.8667502,0,0,0,0
1551654715.8845692,0,0,0,0
1551654715.902325,0,0,0,0
1551654715.9202933,0,0,0,0
1551654715.9380722,0,0,0,0
1551654715.9565568,0,0,0,0
1551654715.974531,0,0,0,0
1551654715.9916883,0,0,0,0
1551654716.0091848,0,0,0,0
1551654716.026717,0,0,0,0
1551654716.0443873,0,0,0,0
1551654716.061872,0,0,0,0
1551654716.079666,0,0,0,0
1551654716.0972493,0,0,0,0
1551654716.1148405,0,0,0,0
1551654716.1325192,0,0,0,0
1551654716.15,0,0,0,0
1551654716.1676505,0,0,0,0
1551654716.188924,0,0,0,0
1551654716.206211,0,0,0,0
1551654716.2237256,0,0,0,0
1551654716.2412722,0,0,0,0
1551654716.2589965,0,0,0,0
1551654716.2765894,0,0,0,0
1551654716.2941413,0,0,0,0
1551654716.3120852,0,0,0,0
1551654716.3303397,0,0,0,0
1551654716.347386,0,0,0,0
1551654716.3644724,0,0,0,0
1551654716.3816147,0,0,0,0
1551654716.3986049,0,0,0,0
1551654716.4157274,0,0,0,0
1551654716.4330895,0,0,0,0
1551654716.4503214,0,0,0,0
1551654716.4675696,0,0,0,0
1551654716.4845688,0,0,0,0
1551654716.5017095,0,0,0,0
1551654716.5188866,0,0,0,0
1551654716.5358753,0,0,0,0
1551654716.552911,0,0,0,0
1551654716.5702085,0,0,0,0
1551654716.5872705,0,0,0,0
1551654716.6042788,0,0,0,0
1551654716.6215763,0,0,0,0
1551654716.6386368,0,0,0,0
1551654716.6556492,0,0,0,0
1551654716.6728396,0,0,0,0
1551654716.689765,0,0,0,0
1551654716.7069075,0,0,0,0
1551654716.7240882,0,0,0,0
1551654716.7415333,0,0,0,0
1551654716.7586577,0,0,0,0
1551654716.7758174,0,0,0,0
1551654716.7928932,0,0,0,0
1551654716.8098364,0,0,0,0
1551654716.8271112,0,0,0,0
1551654716.8441296,0,0,0,0
1551654716.8612537,0,0,0,0
1551654716.8783925,0,0,0,0
1551654716.8955784,0,0,0,0
1551654716.9125192,0,0,0,0
1551654716.9296045,0,0,0,0
1551654716.9466727,0,0,0,0
1551654716.9637363,0,0,0,0
1551654716.9810035,0,0,0,0
1551654716.9980206,0,0,0,0
1551654717.0149994,0,0,0,0
1551654717.0322764,0,0,0,0
1551654717.0495148,0,0,0,0
1551654717.066727,0,0,0,0
1551654717.0839596,0,0,0,0
1551654717.1011705,0,0,0,0
1551654717.1181257,0,0,0,0
1551654717.135383,0,0,0,0
1551654717.1524384,0,0,0,0
1551654717.1693842,0,0,0,0
1551654717.1879485,0,0,0,0
1551654717.2052197,0,0,0,0
1551654717.222866,0,0,0,0
1551654717.241177,0,0,0,0
1551654717.259008,0,0,0,0
1551654717.2794871,0,0,0,0
1551654717.296592,0,0,0,0
1551654717.3136675,0,0,0,0
1551654717.3339252,0,0,0,0
1551654717.3508532,0,0,0,0
1551654717.374745,0,0,0,0
1551654717.3937898,0,0,0,0
1551654717.4110897,0,0,0,0
1551654717.4289117,0,0,0,0
1551654717.4457748,0,0,0,0
1551654717.4626315,0,0,0,0
1551654717.480651,0,0,0,0
1551654717.4976363,0,0,0,0
1551654717.5145724,0,0,0,0
1551654717.5326726,0,0,0,0
1551654717.5495245,0,0,0,0
1551654717.5664923,0,0,0,0
1551654717.5846539,0,0,0,0
1551654717.6017368,0,0,0,0
1551654717.6188538,0,0,0,0
1551654717.637085,0,0,0,0
1551654717.6540425,0,0,0,0
1551654717.6749024,0,0,0,0
1551654717.6923487,0,0,0,0
1551654717.7095146,0,0,0,0
1551654717.7266798,0,0,0,0
1551654717.7439861,0,0,0,0
1551654717.7611303,0,0,0,0
1551654717.7784402,0,0,0,0
1551654717.7958531,0,0,0,0
1551654717.812996,0,0,0,0
1551654717.8300533,0,0,0,0
1551654717.847555,0,0,0,0
1551654717.8647177,0,0,0,0
1551654717.8818448,0,0,0,0
1551654717.8993428,0,0,0,0
1551654717.9016283,0,1,0,0
1551654717.93082,963,1,0,0
1551654717.9467247,963,1,0,0
1551654717.9627888,963,1,0,0
1551654717.9787838,963,1,0,0
1551654717.9946685,963,1,0,0
1551654718.0096154,963,1,0,0
1551654718.0256362,963,1,0,0
1551654718.041562,963,1,0,0
1551654718.0573783,963,1,0,0
1551654718.0732431,963,1,0,0
1551654718.0901396,963,1,0,0
1551654718.1069486,963,1,0,0
1551654718.1227767,963,1,0,0
1551654718.1386352,963,1,0,0
1551654718.1544878,963,1,0,0
1551654718.1703491,963,1,0,0
1551654718.1861897,963,1,0,0
1551654718.2022176,963,1,0,0
