time,type,value
43.87027382850647,4,1
43.98899817466736,2,1
45.64300584793091,4,1
46.49587392807007,2,1
46.50520038604736,2,1
46.5052924156189,2,1
62.99677896499634,4,1
63.25738549232483,2,1
80.39767622947693,4,1
80.67624926567078,2,1
83.24984002113342,4,1
84.24480628967285,2,1
84.28660655021667,3,circ
