time,
0.011939287185668945,3,0,0
0.03876972198486328,3,0,0
0.06815099716186523,3,0,0
0.09495902061462402,3,0,0
0.12001609802246094,3,0,0
0.1365976333618164,3,0,0
0.15353775024414062,3,0,0
0.17000818252563477,3,0,0
0.18937182426452637,3,0,0
0.2055504322052002,3,0,0
0.22089457511901855,3,0,0
0.2373795509338379,3,0,0
0.2531139850616455,3,0,0
0.26977992057800293,3,0,0
0.2857687473297119,3,0,0
0.30205512046813965,3,0,0
0.3183257579803467,3,0,0
0.33449649810791016,3,0,0
0.35013723373413086,3,0,0
0.3664414882659912,3,0,0
0.381803035736084,3,0,0
0.3978593349456787,3,0,0
0.4139440059661865,3,0,0
0.43062567710876465,3,0,0
0.4460642337799072,3,0,0
0.46246790885925293,3,0,0
0.4785268306732178,3,0,0
0.4938850402832031,3,0,0
0.5104289054870605,3,0,0
0.5258612632751465,3,0,0
0.543278694152832,3,0,0
0.5593390464782715,3,0,0
0.5748722553253174,3,0,0
0.5906558036804199,3,0,0
0.6061410903930664,3,0,0
0.6217913627624512,3,0,0
0.6380958557128906,3,0,0
0.6542322635650635,3,0,0
0.6702208518981934,3,0,0
0.6862850189208984,3,0,0
0.7019302845001221,3,0,0
0.7181601524353027,3,0,0
0.7343223094940186,3,0,0
0.7498695850372314,3,0,0
0.7660634517669678,3,0,0
0.7825150489807129,3,0,0
0.7977662086486816,3,0,0
0.8139233589172363,3,0,0
0.8304378986358643,3,0,0
0.8465461730957031,3,0,0
0.8625123500823975,3,0,0
0.8785336017608643,3,0,0
0.8938515186309814,3,0,0
0.9102649688720703,3,0,0
0.9264028072357178,3,0,0
0.9423909187316895,3,0,0
0.9583537578582764,3,0,0
0.974503755569458,3,0,0
0.990044116973877,3,0,0
1.0124669075012207,3,0,0
1.026956558227539,3,0,0
1.0433995723724365,3,0,0
1.059598684310913,3,0,0
1.075685739517212,3,0,0
1.0942981243133545,3,0,0
1.1103994846343994,3,0,0
1.1261308193206787,3,0,0
1.142486810684204,3,0,0
1.1585884094238281,3,0,0
1.1752853393554688,3,0,0
1.1909711360931396,3,0,0
1.2073256969451904,3,0,0
1.2234673500061035,3,0,0
1.23887300491333,3,0,0
1.2553842067718506,3,0,0
1.271411657333374,3,0,0
1.2874681949615479,3,0,0
1.3036322593688965,3,0,0
1.3198761940002441,3,0,0
1.3362581729888916,3,0,0
1.3522756099700928,3,0,0
1.3682374954223633,3,0,0
1.3865258693695068,3,0,0
1.4027352333068848,3,0,0
1.4191420078277588,3,0,0
1.4353792667388916,3,0,0
1.45147705078125,3,0,0
1.4669787883758545,3,0,0
1.4829041957855225,3,0,0
1.4994845390319824,3,0,0
