All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551651275.401242,963,0,0,0
1551651275.433086,963,0,0,0
1551651275.4493458,963,0,0,0
1551651275.4646907,963,0,0,0
1551651275.4811816,963,0,0,0
1551651275.4974551,963,0,0,0
1551651275.5139112,963,0,0,0
1551651275.530441,963,0,0,0
1551651275.545711,963,0,0,0
1551651275.5620847,963,0,0,0
1551651275.5776575,963,0,0,0
1551651275.5941033,963,0,0,0
1551651275.6104321,963,0,0,0
1551651275.6268663,963,0,0,0
1551651275.6432369,963,0,0,0
1551651275.6586611,963,0,0,0
1551651275.6752076,963,0,0,0
1551651275.6905084,963,0,0,0
1551651275.706798,963,0,0,0
1551651275.7234643,963,0,0,0
1551651275.7400248,963,0,0,0
1551651275.7556624,963,0,0,0
1551651275.7723777,963,0,0,0
1551651275.7877128,963,0,0,0
1551651275.8043165,963,0,0,0
1551651275.819895,963,0,0,0
1551651275.8355186,963,0,0,0
1551651275.8520777,963,0,0,0
1551651275.867595,963,0,0,0
1551651275.8853133,963,0,0,0
1551651275.900949,963,0,0,0
1551651275.9171531,963,0,0,0
1551651275.932659,963,0,0,0
1551651275.9489007,963,0,0,0
1551651275.9652555,963,0,0,0
1551651275.9805658,963,0,0,0
1551651275.9970725,963,0,0,0
1551651276.0130868,963,0,0,0
1551651276.029449,963,0,0,0
1551651276.0455532,963,0,0,0
1551651276.0616372,963,0,0,0
1551651276.077881,963,0,0,0
1551651276.0940495,963,0,0,0
1551651276.1101153,963,0,0,0
1551651276.1261458,963,0,0,0
1551651276.1421998,963,0,0,0
1551651276.1582277,963,0,0,0
1551651276.174365,963,0,0,0
1551651276.190515,963,0,0,0
1551651276.2064865,963,0,0,0
1551651276.2226386,963,0,0,0
1551651276.2386475,963,0,0,0
1551651276.2547116,963,0,0,0
1551651276.2705348,963,0,0,0
1551651276.2869601,963,0,0,0
1551651276.3024766,963,0,0,0
1551651276.3202176,963,0,0,0
1551651276.3356762,963,0,0,0
1551651276.352108,963,0,0,0
1551651276.3675382,963,0,0,0
1551651276.383504,963,0,0,0
1551651276.4000726,963,0,0,0
1551651276.4156864,963,0,0,0
1551651276.4323118,963,0,0,0
1551651276.4478662,963,0,0,0
1551651276.463483,963,0,0,0
1551651276.4797616,963,0,0,0
1551651276.496045,963,0,0,0
1551651276.512379,963,0,0,0
1551651276.527624,963,0,0,0
1551651276.5439363,963,0,0,0
1551651276.560195,963,0,0,0
1551651276.575508,963,0,0,0
1551651276.5917823,963,0,0,0
1551651276.6080499,963,0,0,0
1551651276.623676,963,0,0,0
1551651276.6399326,963,0,0,0
1551651276.6562233,963,0,0,0
1551651276.6715817,963,0,0,0
1551651276.6882017,963,0,0,0
1551651276.7035422,963,0,0,0
1551651276.719778,963,0,0,0
1551651276.736045,963,0,0,0
1551651276.75233,963,0,0,0
1551651276.7675664,963,0,0,0
1551651276.7838886,963,0,0,0
1551651276.80015,963,0,0,0
1551651276.8163974,963,0,0,0
1551651276.8327248,963,0,0,0
1551651276.8489618,963,0,0,0
1551651276.8652432,963,0,0,0
1551651276.8814945,963,0,0,0
1551651276.8977664,963,0,0,0
1551651276.9141772,963,0,0,0
1551651276.929544,963,0,0,0
1551651276.9458804,963,0,0,0
1551651276.9622633,963,0,0,0
1551651276.9775712,963,0,0,0
1551651276.9939573,963,0,0,0
1551651277.0092552,963,0,0,0
1551651277.024563,963,0,0,0
1551651277.0408177,963,0,0,0
1551651277.0570445,963,0,0,0
1551651277.0733325,963,0,0,0
1551651277.0888271,963,0,0,0
1551651277.1051404,963,0,0,0
1551651277.1213853,963,0,0,0
1551651277.1366742,963,0,0,0
1551651277.1530683,963,0,0,0
1551651277.169323,963,0,0,0
1551651277.184628,963,0,0,0
1551651277.200861,963,0,0,0
1551651277.2170763,963,0,0,0
1551651277.23276,963,0,0,0
1551651277.2489955,963,0,0,0
1551651277.2653217,963,0,0,0
1551651277.2806697,963,0,0,0
1551651277.2968435,963,0,0,0
1551651277.313094,963,0,0,0
1551651277.3284843,963,0,0,0
1551651277.3448174,963,0,0,0
1551651277.3610895,963,0,0,0
1551651277.3773377,963,0,0,0
1551651277.392807,963,0,0,0
1551651277.4091258,957,0,0,0
1551651277.4375138,957,0,0,0
1551651277.4538333,957,0,0,0
1551651277.4700928,957,0,0,0
1551651277.4864564,957,0,0,0
1551651277.502954,957,0,0,0
1551651277.5192003,957,0,0,0
1551651277.5344696,957,0,0,0
1551651277.5506268,957,0,0,0
1551651277.5668428,957,0,0,0
1551651277.5831747,957,0,0,0
1551651277.5987372,957,0,0,0
1551651277.6150317,957,0,0,0
1551651277.6312706,957,0,0,0
1551651277.6465292,957,0,0,0
1551651277.662832,957,0,0,0
1551651277.6790648,957,0,0,0
1551651277.695372,957,0,0,0
1551651277.710702,957,0,0,0
1551651277.7269716,957,0,0,0
1551651277.7432845,957,0,0,0
1551651277.7585232,957,0,0,0
1551651277.7748585,957,0,0,0
1551651277.791119,957,0,0,0
1551651277.8074813,957,0,0,0
1551651277.8238895,957,0,0,0
1551651277.8401425,957,0,0,0
1551651277.856373,957,0,0,0
1551651277.8717039,957,0,0,0
1551651277.8889835,957,0,0,0
1551651277.905234,957,0,0,0
1551651277.9205031,957,0,0,0
1551651277.9367557,957,0,0,0
1551651277.9531188,957,0,0,0
1551651277.969355,957,0,0,0
1551651277.9846938,957,0,0,0
1551651278.000919,957,0,0,0
1551651278.0171745,957,0,0,0
1551651278.0334268,957,0,0,0
1551651278.049695,957,0,0,0
1551651278.065975,957,0,0,0
1551651278.082358,957,0,0,0
1551651278.097633,957,0,0,0
1551651278.114012,957,0,0,0
1551651278.1303349,957,0,0,0
1551651278.1459665,957,0,0,0
1551651278.1622574,957,0,0,0
1551651278.1775575,957,0,0,0
1551651278.1940038,957,0,0,0
1551651278.2104723,957,0,0,0
1551651278.2267196,957,0,0,0
1551651278.2430842,957,0,0,0
1551651278.258623,957,0,0,0
1551651278.274992,957,0,0,0
1551651278.2912776,957,0,0,0
1551651278.306656,957,0,0,0
1551651278.3230803,957,0,0,0
1551651278.3393536,957,0,0,0
1551651278.3546665,957,0,0,0
1551651278.3710806,957,0,0,0
1551651278.3873355,957,0,0,0
1551651278.4026728,957,0,0,0
1551651278.4189272,957,0,0,0
1551651278.435305,957,0,0,0
1551651278.4509387,957,0,0,0
1551651278.4671547,957,0,0,0
1551651278.4834113,957,0,0,0
1551651278.499645,957,0,0,0
1551651278.5158725,957,0,0,0
1551651278.532249,957,0,0,0
1551651278.547497,957,0,0,0
1551651278.5642214,957,0,0,0
1551651278.5804732,957,0,0,0
1551651278.596723,957,0,0,0
1551651278.6130688,957,0,0,0
1551651278.6293058,957,0,0,0
1551651278.6445954,957,0,0,0
1551651278.6609182,957,0,0,0
1551651278.677144,957,0,0,0
1551651278.6934369,957,0,0,0
1551651278.7096899,957,0,0,0
1551651278.7259932,957,0,0,0
1551651278.7423122,957,0,0,0
1551651278.7576435,957,0,0,0
1551651278.7740223,957,0,0,0
1551651278.7902994,957,0,0,0
1551651278.8055983,957,0,0,0
1551651278.8219504,957,0,0,0
1551651278.8381999,957,0,0,0
1551651278.853545,957,0,0,0
1551651278.8697126,957,0,0,0
1551651278.8870444,957,0,0,0
1551651278.9033086,957,0,0,0
1551651278.9186308,957,0,0,0
1551651278.9349492,957,0,0,0
1551651278.951207,957,0,0,0
1551651278.9674518,957,0,0,0
1551651278.9837768,957,0,0,0
1551651278.9999864,957,0,0,0
1551651279.0146875,957,0,0,0
1551651279.0310817,957,0,0,0
1551651279.0474308,957,0,0,0
1551651279.0638292,957,0,0,0
1551651279.080258,957,0,0,0
1551651279.0956275,957,0,0,0
1551651279.1119988,957,0,0,0
1551651279.128219,957,0,0,0
1551651279.143574,957,0,0,0
1551651279.1598153,957,0,0,0
1551651279.1763008,957,0,0,0
1551651279.1916616,957,0,0,0
1551651279.207937,957,0,0,0
1551651279.224193,957,0,0,0
1551651279.24045,957,0,0,0
1551651279.2567015,957,0,0,0
1551651279.2733407,957,0,0,0
1551651279.288584,957,0,0,0
1551651279.3049214,957,0,0,0
1551651279.3211834,957,0,0,0
1551651279.337411,957,0,0,0
1551651279.353802,957,0,0,0
1551651279.370065,957,0,0,0
1551651279.3854737,957,0,0,0
1551651279.4018233,957,0,0,0
1551651279.4181936,963,0,0,0
1551651279.4462898,963,0,0,0
1551651279.461631,963,0,0,0
1551651279.4778123,963,0,0,0
1551651279.4942057,963,0,0,0
1551651279.5104485,963,0,0,0
1551651279.525995,963,0,0,0
1551651279.5423157,963,0,0,0
1551651279.557559,963,0,0,0
1551651279.573946,963,0,0,0
1551651279.5901983,963,0,0,0
1551651279.605492,963,0,0,0
1551651279.6218307,963,0,0,0
1551651279.638078,963,0,0,0
1551651279.654434,963,0,0,0
1551651279.6707745,963,0,0,0
1551651279.6870635,963,0,0,0
1551651279.7033508,963,0,0,0
1551651279.718602,963,0,0,0
1551651279.7348838,963,0,0,0
1551651279.7511377,963,0,0,0
1551651279.767393,963,0,0,0
1551651279.7836478,963,0,0,0
1551651279.7998824,963,0,0,0
1551651279.8160331,963,0,0,0
1551651279.8323994,963,0,0,0
1551651279.8485968,963,0,0,0
1551651279.8648765,963,0,0,0
1551651279.8822503,963,0,0,0
1551651279.8974838,963,0,0,0
1551651279.9139233,963,0,0,0
1551651279.930205,963,0,0,0
1551651279.9455106,963,0,0,0
1551651279.9618714,963,0,0,0
1551651279.9781172,963,0,0,0
1551651279.99357,963,0,0,0
1551651280.0088456,963,0,0,0
1551651280.0252185,963,0,0,0
1551651280.0414495,963,0,0,0
1551651280.0577464,963,0,0,0
1551651280.0741484,963,0,0,0
1551651280.0904422,963,0,0,0
1551651280.1056902,963,0,0,0
1551651280.1220617,963,0,0,0
1551651280.1382735,963,0,0,0
1551651280.153685,963,0,0,0
1551651280.169966,963,0,0,0
1551651280.1855385,963,0,0,0
1551651280.2018707,963,0,0,0
1551651280.2181537,963,0,0,0
1551651280.2335613,963,0,0,0
1551651280.2498052,963,0,0,0
1551651280.2661123,963,0,0,0
1551651280.282423,963,0,0,0
1551651280.2987008,963,0,0,0
1551651280.3151102,963,0,0,0
1551651280.3313565,963,0,0,0
1551651280.3465762,963,0,0,0
1551651280.3629212,963,0,0,0
1551651280.3791668,963,0,0,0
1551651280.3954484,963,0,0,0
1551651280.4117892,963,0,0,0
1551651280.4280646,963,0,0,0
1551651280.4443731,963,0,0,0
1551651280.4596462,963,0,0,0
1551651280.475971,963,0,0,0
1551651280.4924479,963,0,0,0
1551651280.5087144,963,0,0,0
1551651280.525042,963,0,0,0
1551651280.5404973,963,0,0,0
1551651280.556737,963,0,0,0
1551651280.5730681,963,0,0,0
1551651280.5892992,963,0,0,0
1551651280.6045837,963,0,0,0
1551651280.6208882,963,0,0,0
1551651280.6371346,963,0,0,0
1551651280.6534336,963,0,0,0
1551651280.6696792,963,0,0,0
1551651280.6860037,963,0,0,0
1551651280.7023284,963,0,0,0
1551651280.7175713,963,0,0,0
1551651280.7339575,963,0,0,0
1551651280.7501695,963,0,0,0
1551651280.7664423,963,0,0,0
1551651280.782798,963,0,0,0
1551651280.7989595,963,0,0,0
1551651280.8151999,963,0,0,0
1551651280.8314621,963,0,0,0
1551651280.8477073,963,0,0,0
1551651280.864042,963,0,0,0
1551651280.8812587,963,0,0,0
1551651280.8968155,963,0,0,0
1551651280.9131672,963,0,0,0
1551651280.9294357,963,0,0,0
1551651280.9457574,963,0,0,0
1551651280.9621181,963,0,0,0
1551651280.978417,963,0,0,0
1551651280.9948215,963,0,0,0
1551651281.0100105,963,0,0,0
1551651281.026349,963,0,0,0
1551651281.0416777,963,0,0,0
1551651281.0579574,963,0,0,0
1551651281.074334,963,0,0,0
1551651281.0896506,963,0,0,0
1551651281.105927,963,0,0,0
1551651281.1223102,963,0,0,0
1551651281.1376088,963,0,0,0
1551651281.1539595,963,0,0,0
1551651281.1702592,963,0,0,0
1551651281.1856046,963,0,0,0
1551651281.2023032,963,0,0,0
1551651281.217588,963,0,0,0
1551651281.2340286,963,0,0,0
1551651281.2495162,963,0,0,0
1551651281.2658355,963,0,0,0
1551651281.2821589,963,0,0,0
1551651281.2984428,963,0,0,0
1551651281.315074,963,0,0,0
1551651281.3313334,963,0,0,0
1551651281.346555,963,0,0,0
1551651281.3629107,963,0,0,0
1551651281.3791637,963,0,0,0
1551651281.394484,963,0,0,0
1551651281.4107509,963,0,0,0
1551651281.4271262,957,0,0,0
1551651281.454736,957,0,0,0
1551651281.4709806,957,0,0,0
1551651281.4873483,957,0,0,0
1551651281.5025969,957,0,0,0
1551651281.5188336,957,0,0,0
1551651281.5351768,957,0,0,0
1551651281.5514495,957,0,0,0
1551651281.567716,957,0,0,0
1551651281.5840683,957,0,0,0
1551651281.6003156,957,0,0,0
1551651281.615586,957,0,0,0
1551651281.6319158,957,0,0,0
1551651281.6482239,957,0,0,0
1551651281.6634853,957,0,0,0
1551651281.6797094,957,0,0,0
1551651281.696011,957,0,0,0
1551651281.7123082,957,0,0,0
1551651281.7275581,957,0,0,0
1551651281.7439463,957,0,0,0
1551651281.7595162,957,0,0,0
1551651281.775788,957,0,0,0
1551651281.7921104,957,0,0,0
1551651281.8082845,957,0,0,0
1551651281.8235514,957,0,0,0
1551651281.8397906,957,0,0,0
1551651281.8560717,957,0,0,0
1551651281.8724337,957,0,0,0
1551651281.8896828,957,0,0,0
1551651281.9060628,957,0,0,0
1551651281.9224155,957,0,0,0
1551651281.9387062,957,0,0,0
1551651281.955073,957,0,0,0
1551651281.9713433,957,0,0,0
1551651281.9866073,957,0,0,0
1551651282.002957,957,0,0,0
1551651282.0191805,957,0,0,0
1551651282.0344868,957,0,0,0
1551651282.050805,957,0,0,0
1551651282.0670135,957,0,0,0
1551651282.083316,957,0,0,0
1551651282.0985732,957,0,0,0
1551651282.1150107,957,0,0,0
1551651282.131262,957,0,0,0
1551651282.1464913,957,0,0,0
1551651282.1627917,957,0,0,0
1551651282.1790538,957,0,0,0
1551651282.1953914,957,0,0,0
1551651282.2117329,957,0,0,0
1551651282.2280157,957,0,0,0
1551651282.2443714,957,0,0,0
1551651282.259641,957,0,0,0
1551651282.2759252,957,0,0,0
1551651282.2922764,957,0,0,0
1551651282.3075411,957,0,0,0
1551651282.3238645,957,0,0,0
1551651282.340131,957,0,0,0
1551651282.3564186,957,0,0,0
1551651282.3726923,957,0,0,0
1551651282.3889518,957,0,0,0
1551651282.4053035,957,0,0,0
1551651282.420749,957,0,0,0
1551651282.4370184,957,0,0,0
1551651282.453313,957,0,0,0
1551651282.468578,957,0,0,0
1551651282.4848847,957,0,0,0
1551651282.5011668,957,0,0,0
1551651282.517393,957,0,0,0
1551651282.533891,957,0,0,0
1551651282.5504107,957,0,0,0
1551651282.5666866,957,0,0,0
1551651282.5829954,957,0,0,0
1551651282.5992823,957,0,0,0
1551651282.61464,957,0,0,0
1551651282.630938,957,0,0,0
1551651282.6474612,957,0,0,0
1551651282.6637883,957,0,0,0
1551651282.6799557,957,0,0,0
1551651282.6962214,957,0,0,0
1551651282.7116141,957,0,0,0
1551651282.7278607,957,0,0,0
1551651282.7442274,957,0,0,0
1551651282.7594757,957,0,0,0
1551651282.7761233,957,0,0,0
1551651282.792469,957,0,0,0
1551651282.8087158,957,0,0,0
1551651282.825007,957,0,0,0
1551651282.84123,957,0,0,0
1551651282.857466,957,0,0,0
1551651282.8738449,957,0,0,0
1551651282.8901083,957,0,0,0
1551651282.9064424,957,0,0,0
1551651282.9227998,957,0,0,0
1551651282.939114,957,0,0,0
1551651282.9554055,957,0,0,0
1551651282.9717538,957,0,0,0
1551651282.9880188,957,0,0,0
1551651283.0033638,957,0,0,0
1551651283.0186474,957,0,0,0
1551651283.034949,957,0,0,0
1551651283.0512233,957,0,0,0
1551651283.0664983,957,0,0,0
1551651283.082767,957,0,0,0
1551651283.0990431,957,0,0,0
1551651283.1153772,957,0,0,0
1551651283.1309268,957,0,0,0
1551651283.1471732,957,0,0,0
1551651283.1634195,957,0,0,0
1551651283.1796598,957,0,0,0
1551651283.1959124,957,0,0,0
1551651283.2122412,957,0,0,0
1551651283.2274876,957,0,0,0
1551651283.2438722,957,0,0,0
1551651283.2601585,957,0,0,0
1551651283.276469,957,0,0,0
1551651283.29283,957,0,0,0
1551651283.3091063,957,0,0,0
1551651283.3247437,957,0,0,0
1551651283.341009,957,0,0,0
1551651283.3572314,957,0,0,0
1551651283.3725739,957,0,0,0
1551651283.3887935,957,0,0,0
1551651283.4051328,957,0,0,0
1551651283.4213965,957,0,0,0
1551651283.4376538,959,0,0,0
1551651283.4664736,959,0,0,0
1551651283.4828322,959,0,0,0
1551651283.499091,959,0,0,0
