All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551656376.4633257,0,0,0,0
1551656376.4793224,0,0,0,0
1551656376.4954658,0,0,0,0
1551656376.5114791,0,0,0,0
1551656376.527507,0,0,0,0
1551656376.5435095,0,0,0,0
1551656376.559456,0,0,0,0
1551656376.576494,0,0,0,0
1551656376.5933793,0,0,0,0
1551656376.6104143,0,0,0,0
1551656376.6272476,0,0,0,0
1551656376.644263,0,0,0,0
1551656376.6611705,0,0,0,0
1551656376.678306,0,0,0,0
1551656376.6947882,0,0,0,0
1551656376.7111852,0,0,0,0
1551656376.727626,0,0,0,0
1551656376.7439847,0,0,0,0
1551656376.7603912,0,0,0,0
1551656376.776774,0,0,0,0
1551656376.7930856,0,0,0,0
1551656376.809549,0,0,0,0
1551656376.8258586,0,0,0,0
1551656376.8422031,0,0,0,0
1551656376.8586683,0,0,0,0
1551656376.8751025,0,0,0,0
1551656376.8914542,0,0,0,0
1551656376.9079833,0,0,0,0
1551656376.9244623,0,0,0,0
1551656376.9408867,0,0,0,0
1551656376.957283,0,0,0,0
1551656376.9737048,0,0,0,0
1551656376.9908125,0,0,0,0
1551656377.0069134,0,0,0,0
1551656377.02301,0,0,0,0
1551656377.0391912,0,0,0,0
1551656377.0553782,0,0,0,0
1551656377.071475,0,0,0,0
1551656377.0876107,0,0,0,0
1551656377.1035974,0,0,0,0
1551656377.1220543,0,0,0,0
1551656377.1228683,0,1,0,0
1551656377.152441,961,1,0,0
1551656377.1680675,961,1,0,0
1551656377.1846528,961,1,0,0
1551656377.200333,961,1,0,0
1551656377.2166564,961,1,0,0
1551656377.2322333,961,1,0,0
1551656377.2479007,961,1,0,0
1551656377.2644887,961,1,0,0
1551656377.280073,961,1,0,0
1551656377.296169,961,1,0,0
1551656377.3123333,961,1,0,0
1551656377.3285937,961,1,0,0
1551656377.344569,961,1,0,0
1551656377.3606763,961,1,0,0
1551656377.3767958,961,1,0,0
1551656377.392908,961,1,0,0
1551656377.4090364,961,1,0,0
1551656377.425022,961,1,0,0
1551656377.4411478,961,1,0,0
1551656377.4572883,961,1,0,0
1551656377.4733334,961,1,0,0
1551656377.4895504,961,1,0,0
1551656377.5057182,961,1,0,0
1551656377.5208104,961,1,0,0
1551656377.5368726,961,1,0,0
1551656377.5529165,961,1,0,0
1551656377.5690749,961,1,0,0
1551656377.5851405,961,1,0,0
1551656377.601174,961,1,0,0
1551656377.617239,961,1,0,0
1551656377.6333468,961,1,0,0
1551656377.649507,961,1,0,0
1551656377.6654873,961,1,0,0
1551656377.681722,961,1,0,0
1551656377.6968257,961,1,0,0
1551656377.7129335,961,1,0,0
1551656377.728987,961,1,0,0
1551656377.744936,961,1,0,0
1551656377.7610464,961,1,0,0
1551656377.777138,961,1,0,0
1551656377.793147,961,1,0,0
1551656377.8093555,961,1,0,0
1551656377.8254056,961,1,0,0
1551656377.8415227,961,1,0,0
1551656377.8576448,961,1,0,0
1551656377.8737044,961,1,0,0
1551656377.8897946,961,1,0,0
1551656377.9059062,961,1,0,0
1551656377.9219756,961,1,0,0
1551656377.9378881,961,1,0,0
1551656377.9545815,961,1,0,0
1551656377.970564,961,1,0,0
1551656377.9864144,961,1,0,0
1551656378.002499,961,1,0,0
1551656378.0184023,961,1,0,0
1551656378.0342011,961,1,0,0
1551656378.0501542,961,1,0,0
1551656378.0660741,961,1,0,0
1551656378.0819232,961,1,0,0
1551656378.0987551,961,1,0,0
1551656378.1155455,961,1,0,0
1551656378.131431,961,1,0,0
1551656378.1473005,961,1,0,0
1551656378.1631296,961,1,0,0
1551656378.1790054,961,1,0,0
1551656378.1957755,961,1,0,0
1551656378.2125745,961,1,0,0
1551656378.2284606,961,1,0,0
1551656378.2443178,961,1,0,0
1551656378.2601888,961,1,0,0
1551656378.2759857,961,1,0,0
1551656378.2918413,961,1,0,0
