All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551653300.8288624,0,0,0,0
1551653300.845769,0,0,0,0
1551653300.862903,0,0,0,0
1551653300.8798044,0,0,0,0
1551653300.8967245,0,0,0,0
1551653300.913877,0,0,0,0
1551653300.9310405,0,0,0,0
1551653300.947913,0,0,0,0
1551653300.9650528,0,0,0,0
1551653300.9819818,0,0,0,0
1551653300.9988716,0,0,0,0
1551653301.0158045,0,0,0,0
1551653301.0327857,0,0,0,0
1551653301.0496798,0,0,0,0
1551653301.0666177,0,0,0,0
1551653301.0835562,0,0,0,0
1551653301.1004324,0,0,0,0
1551653301.1172836,0,0,0,0
1551653301.1341417,0,0,0,0
1551653301.1511614,0,0,0,0
1551653301.1680994,0,0,0,0
1551653301.1850119,0,0,0,0
1551653301.202078,0,0,0,0
1551653301.2188995,0,0,0,0
1551653301.2357945,0,0,0,0
1551653301.2527103,0,0,0,0
1551653301.269529,0,0,0,0
1551653301.2863717,0,0,0,0
1551653301.3036218,0,0,0,0
1551653301.320484,0,0,0,0
1551653301.3373396,0,0,0,0
1551653301.3542883,0,0,0,0
1551653301.3712382,0,0,0,0
1551653301.388062,0,0,0,0
1551653301.4049253,0,0,0,0
1551653301.4218504,0,0,0,0
1551653301.4386096,0,0,0,0
1551653301.455659,0,0,0,0
1551653301.4725757,0,0,0,0
1551653301.4895022,0,0,0,0
1551653301.5064733,0,0,0,0
1551653301.523356,0,0,0,0
1551653301.540212,0,0,0,0
1551653301.5571651,0,0,0,0
1551653301.5740287,0,0,0,0
1551653301.5907657,0,0,0,0
1551653301.6075995,0,0,0,0
1551653301.625006,0,0,0,0
1551653301.6420505,0,0,0,0
1551653301.6589434,0,0,0,0
1551653301.6758666,0,0,0,0
1551653301.692772,0,0,0,0
1551653301.7096426,0,0,0,0
1551653301.7265475,0,0,0,0
1551653301.7434897,0,0,0,0
1551653301.7604423,0,0,0,0
1551653301.7773323,0,0,0,0
1551653301.7944083,0,0,0,0
1551653301.8115308,0,0,0,0
1551653301.8283966,0,0,0,0
1551653301.8452978,0,0,0,0
1551653301.8622503,0,0,0,0
1551653301.8791575,0,0,0,0
1551653301.896135,0,0,0,0
1551653301.9130552,0,0,0,0
1551653301.9299984,0,0,0,0
1551653301.9469104,0,0,0,0
1551653301.963807,0,0,0,0
1551653301.9807622,0,0,0,0
1551653301.9975905,0,0,0,0
1551653302.0145116,0,0,0,0
1551653302.0315647,0,0,0,0
1551653302.0484555,0,0,0,0
1551653302.065417,0,0,0,0
1551653302.082468,0,0,0,0
1551653302.0993085,0,0,0,0
1551653302.1162,0,0,0,0
1551653302.13306,0,0,0,0
1551653302.1498504,0,0,0,0
1551653302.1667578,0,0,0,0
1551653302.1836832,0,0,0,0
1551653302.2005954,0,0,0,0
1551653302.2174652,0,0,0,0
1551653302.234392,0,0,0,0
1551653302.251329,0,0,0,0
1551653302.268135,0,0,0,0
1551653302.2850244,0,0,0,0
1551653302.3019717,0,0,0,0
1551653302.3188145,0,0,0,0
1551653302.3356876,0,0,0,0
1551653302.3525536,0,0,0,0
1551653302.3694263,0,0,0,0
1551653302.3863616,0,0,0,0
1551653302.4032707,0,0,0,0
1551653302.4200842,0,0,0,0
1551653302.4369178,0,0,0,0
1551653302.4537308,0,0,0,0
1551653302.4705646,0,0,0,0
1551653302.4875255,0,0,0,0
1551653302.5044637,0,0,0,0
1551653302.5215206,0,0,0,0
1551653302.5383685,0,0,0,0
1551653302.5552573,0,0,0,0
1551653302.5722425,0,0,0,0
1551653302.5890245,0,0,0,0
1551653302.6059875,0,0,0,0
1551653302.6229036,0,0,0,0
1551653302.6398187,0,0,0,0
1551653302.656732,0,0,0,0
1551653302.6736414,0,0,0,0
1551653302.6906123,0,0,0,0
1551653302.7075474,0,0,0,0
1551653302.7244623,0,0,0,0
1551653302.7414315,0,0,0,0
1551653302.7582848,0,0,0,0
1551653302.7755547,0,0,0,0
1551653302.7934937,0,0,0,0
1551653302.8118076,0,0,0,0
1551653302.8286698,0,0,0,0
1551653302.8457236,0,0,0,0
1551653302.8626056,0,0,0,0
1551653302.8795092,0,0,0,0
1551653302.896425,0,0,0,0
1551653302.914473,0,0,0,0
1551653302.9305735,0,0,0,0
1551653302.94747,0,0,0,0
1551653302.9643369,0,0,0,0
1551653302.981338,0,0,0,0
1551653302.99814,0,0,0,0
1551653303.0152543,0,0,0,0
1551653303.0322871,0,0,0,0
1551653303.0491512,0,0,0,0
1551653303.0660644,0,0,0,0
1551653303.0830555,0,0,0,0
1551653303.0998664,0,0,0,0
1551653303.116963,0,0,0,0
1551653303.118945,0,1,0,0
1551653303.1482637,958,0,0,0
1551653303.1638854,958,0,0,0
1551653303.179601,958,0,0,0
1551653303.1962044,958,0,0,0
1551653303.2116811,958,0,0,0
1551653303.2281954,958,0,0,0
1551653303.2439404,958,0,0,0
1551653303.2597759,958,0,0,0
1551653303.2763863,958,0,0,0
1551653303.2951694,958,0,0,0
1551653303.3099236,958,0,0,0
1551653303.3255591,958,0,0,0
1551653303.3420312,958,0,0,0
1551653303.3584785,958,0,0,0
1551653303.3750553,958,0,0,0
1551653303.3915377,958,0,0,0
1551653303.4079945,958,0,0,0
1551653303.4236076,958,0,0,0
1551653303.440107,958,0,0,0
1551653303.4556887,958,0,0,0
1551653303.4721487,958,0,0,0
1551653303.487581,958,0,0,0
