All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551652983.752033,0,0,0,0
1551652983.7677824,0,0,0,0
1551652983.784539,0,0,0,0
1551652983.801252,0,0,0,0
1551652983.817117,0,0,0,0
1551652983.8329308,0,0,0,0
1551652983.848673,0,0,0,0
1551652983.865425,0,0,0,0
1551652983.881068,0,0,0,0
1551652983.8966084,0,0,0,0
1551652983.913198,0,0,0,0
1551652983.9287598,0,0,0,0
1551652983.945372,0,0,0,0
1551652983.9612052,0,0,0,0
1551652983.9768944,0,0,0,0
1551652983.9926946,0,0,0,0
1551652984.0083835,0,0,0,0
1551652984.0241108,0,0,0,0
1551652984.0398014,0,0,0,0
1551652984.0565374,0,0,0,0
1551652984.0733547,0,0,0,0
1551652984.0890863,0,0,0,0
1551652984.1048806,0,0,0,0
1551652984.1209698,0,0,0,0
1551652984.1366763,0,0,0,0
1551652984.1534715,0,0,0,0
1551652984.1692188,0,0,0,0
1551652984.1849866,0,0,0,0
1551652984.2008247,0,0,0,0
1551652984.2175348,0,0,0,0
1551652984.2343125,0,0,0,0
1551652984.250009,0,0,0,0
1551652984.2668054,0,0,0,0
1551652984.2835963,0,0,0,0
1551652984.3002791,0,0,0,0
1551652984.315996,0,0,0,0
1551652984.331754,0,0,0,0
1551652984.3484535,0,0,0,0
1551652984.364164,0,0,0,0
1551652984.3797665,0,0,0,0
1551652984.3965166,0,0,0,0
1551652984.4123147,0,0,0,0
1551652984.4279668,0,0,0,0
1551652984.443706,0,0,0,0
1551652984.4603994,0,0,0,0
1551652984.4764636,0,0,0,0
1551652984.4921715,0,0,0,0
1551652984.507864,0,0,0,0
1551652984.5246048,0,0,0,0
1551652984.5412726,0,0,0,0
1551652984.55695,0,0,0,0
1551652984.5727172,0,0,0,0
1551652984.5893831,0,0,0,0
1551652984.6052225,0,0,0,0
1551652984.6209753,0,0,0,0
1551652984.636617,0,0,0,0
1551652984.6533732,0,0,0,0
1551652984.669084,0,0,0,0
1551652984.6847618,0,0,0,0
1551652984.701422,0,0,0,0
1551652984.7171113,0,0,0,0
1551652984.7328262,0,0,0,0
1551652984.74877,0,0,0,0
1551652984.7646976,0,0,0,0
1551652984.780726,0,0,0,0
1551652984.7973936,0,0,0,0
1551652984.8131583,0,0,0,0
1551652984.828846,0,0,0,0
1551652984.8446167,0,0,0,0
1551652984.8613005,0,0,0,0
1551652984.8769796,0,0,0,0
1551652984.8927364,0,0,0,0
1551652984.9094172,0,0,0,0
