All stim.
[979, 980, 981, 982, 983, 984, 985, 986]
Reward stim.
[979, 981, 983, 985]
PiReceivePC sync.
1551118952.4224775
PiSendPC sync.
1551118952.4229228
time,whichstim,iftouch,ifreward,ifout
1551118952.4650156,984,0,0,0
1551118952.479009,984,0,0,0
1551118952.495575,984,0,0,0
1551118952.5114417,984,0,0,0
1551118952.5271904,984,0,0,0
1551118952.5440285,984,0,0,0
1551118952.5608466,984,0,0,0
1551118952.576575,984,0,0,0
1551118952.5924394,984,0,0,0
1551118952.6081634,984,0,0,0
1551118952.624884,984,0,0,0
1551118952.640732,984,0,0,0
1551118952.656466,984,0,0,0
1551118952.6723258,984,0,0,0
1551118952.6880686,984,0,0,0
1551118952.704804,984,0,0,0
1551118952.720646,984,0,0,0
1551118952.7363367,984,0,0,0
1551118952.7520635,984,0,0,0
1551118952.7687201,984,0,0,0
1551118952.784314,984,0,0,0
1551118952.8000467,984,0,0,0
1551118952.8169696,984,0,0,0
1551118952.8336475,984,0,0,0
1551118952.850347,984,0,0,0
1551118952.8669653,984,0,0,0
1551118952.8835752,984,0,0,0
1551118952.8993065,984,0,0,0
1551118952.915913,984,0,0,0
1551118952.9317207,984,0,0,0
1551118952.9473138,984,0,0,0
1551118952.9639454,984,0,0,0
1551118952.9796436,984,0,0,0
1551118952.9951737,984,0,0,0
1551118953.010932,984,0,0,0
1551118953.026528,984,0,0,0
1551118953.0422125,984,0,0,0
1551118953.0588174,984,0,0,0
1551118953.074378,984,0,0,0
1551118953.0900755,984,0,0,0
1551118953.1066597,984,0,0,0
1551118953.1223378,984,0,0,0
1551118953.138955,984,0,0,0
1551118953.1555612,984,0,0,0
1551118953.1714048,984,0,0,0
1551118953.18802,984,0,0,0
1551118953.204616,984,0,0,0
1551118953.2204347,984,0,0,0
1551118953.2370117,984,0,0,0
1551118953.2536151,984,0,0,0
1551118953.2692993,984,0,0,0
1551118953.2859135,984,0,0,0
1551118953.301653,984,0,0,0
1551118953.3171709,984,0,0,0
1551118953.3338144,984,0,0,0
1551118953.3495057,984,0,0,0
1551118953.3650823,984,0,0,0
1551118953.3818395,984,0,0,0
1551118953.3974252,984,0,0,0
1551118953.4140294,984,0,0,0
1551118953.4307199,984,0,0,0
1551118953.4463782,984,0,0,0
1551118953.463016,984,0,0,0
1551118953.4796536,984,0,0,0
1551118953.495253,984,0,0,0
1551118953.5119624,984,0,0,0
1551118953.528529,984,0,0,0
1551118953.544136,984,0,0,0
1551118953.5608115,984,0,0,0
1551118953.5764194,984,0,0,0
1551118953.5921369,984,0,0,0
1551118953.6087673,984,0,0,0
1551118953.6243603,984,0,0,0
1551118953.6400666,984,0,0,0
1551118953.6566613,984,0,0,0
1551118953.6724267,984,0,0,0
1551118953.6880512,984,0,0,0
1551118953.704638,984,0,0,0
1551118953.7203276,984,0,0,0
1551118953.7369177,984,0,0,0
1551118953.7525704,984,0,0,0
1551118953.7682025,984,0,0,0
1551118953.7848017,984,0,0,0
1551118953.800561,984,0,0,0
1551118953.816522,984,0,0,0
1551118953.8322363,984,0,0,0
1551118953.8498392,984,0,0,0
1551118953.8654358,984,0,0,0
1551118953.8812091,984,0,0,0
1551118953.8978245,984,0,0,0
1551118953.9134424,984,0,0,0
1551118953.9291432,984,0,0,0
1551118953.9457457,984,0,0,0
1551118953.9785163,982,0,0,0
1551118953.9921997,982,0,0,0
1551118954.0079296,982,0,0,0
1551118954.0236907,982,0,0,0
1551118954.039428,982,0,0,0
1551118954.0560346,982,0,0,0
1551118954.072843,982,0,0,0
1551118954.0885205,982,0,0,0
1551118954.1042485,982,0,0,0
1551118954.1209662,982,0,0,0
1551118954.1376143,982,0,0,0
1551118954.1532135,982,0,0,0
1551118954.169924,982,0,0,0
1551118954.1855145,982,0,0,0
1551118954.2013218,982,0,0,0
1551118954.2179425,982,0,0,0
1551118954.2335465,982,0,0,0
1551118954.2492504,982,0,0,0
1551118954.265882,982,0,0,0
1551118954.2816477,982,0,0,0
1551118954.2973304,982,0,0,0
1551118954.314031,982,0,0,0
1551118954.330784,982,0,0,0
1551118954.346584,982,0,0,0
1551118954.3622751,982,0,0,0
1551118954.3788216,982,0,0,0
1551118954.3943822,982,0,0,0
1551118954.411027,982,0,0,0
1551118954.4275782,982,0,0,0
1551118954.4431686,982,0,0,0
1551118954.4598935,982,0,0,0
1551118954.475508,982,0,0,0
1551118954.4913168,982,0,0,0
1551118954.507965,982,0,0,0
1551118954.5245938,982,0,0,0
1551118954.540315,982,0,0,0
1551118954.556902,982,0,0,0
1551118954.572625,982,0,0,0
1551118954.5882337,982,0,0,0
1551118954.6048276,982,0,0,0
1551118954.62057,982,0,0,0
1551118954.636257,982,0,0,0
1551118954.6530252,982,0,0,0
1551118954.669728,982,0,0,0
1551118954.6853213,982,0,0,0
1551118954.7010767,982,0,0,0
1551118954.717684,982,0,0,0
1551118954.7333376,982,0,0,0
1551118954.7500017,982,0,0,0
1551118954.7666223,982,0,0,0
1551118954.782324,982,0,0,0
1551118954.7989345,982,0,0,0
1551118954.8146586,982,0,0,0
1551118954.8305504,982,0,0,0
1551118954.847293,982,0,0,0
1551118954.8631117,982,0,0,0
1551118954.8799894,982,0,0,0
1551118954.8967981,982,0,0,0
1551118954.9127567,982,0,0,0
1551118954.9286036,982,0,0,0
1551118954.9443684,982,0,0,0
1551118954.96021,982,0,0,0
1551118954.9769762,982,0,0,0
1551118954.993863,982,0,0,0
1551118955.0087566,982,0,0,0
1551118955.0248902,982,0,0,0
1551118955.0408146,982,0,0,0
1551118955.0566132,982,0,0,0
1551118955.0725696,982,0,0,0
1551118955.0883584,982,0,0,0
1551118955.1041486,982,0,0,0
1551118955.1210227,982,0,0,0
1551118955.137833,982,0,0,0
1551118955.1537163,982,0,0,0
1551118955.1696048,982,0,0,0
