time,whichstim,iftouch,ifreward,ifout
1550083485.3568518,9999,0,0,0
1550083485.3573048,9999,0,0,0
0.018300294876098633,1,0,0,0
0.031755924224853516,1,0,0,0
0.048017263412475586,1,0,0,0
0.06343221664428711,1,0,0,0
0.07971763610839844,1,0,0,0
0.09599018096923828,1,0,0,0
0.11138033866882324,1,0,0,0
0.12762904167175293,1,0,0,0
0.1439805030822754,1,0,0,0
0.15932202339172363,1,0,0,0
0.17558550834655762,1,0,0,0
0.19183897972106934,1,0,0,0
0.20810174942016602,1,0,0,0
0.22336983680725098,1,0,0,0
0.23969101905822754,1,0,0,0
0.25594401359558105,1,0,0,0
0.27131128311157227,1,0,0,0
0.28754115104675293,1,0,0,0
0.30389881134033203,1,0,0,0
0.32021164894104004,1,0,0,0
0.3364584445953369,1,0,0,0
0.3528170585632324,1,0,0,0
0.3691720962524414,1,0,0,0
0.38441920280456543,1,0,0,0
0.4007430076599121,1,0,0,0
0.41702771186828613,1,0,0,0
0.43242549896240234,1,0,0,0
0.4487135410308838,1,0,0,0
0.46602487564086914,1,0,0,0
0.48145341873168945,1,0,0,0
0.497638463973999,1,0,0,0
0.5140349864959717,1,0,0,0
0.529367208480835,1,0,0,0
0.5456728935241699,1,0,0,0
0.5619804859161377,1,0,0,0
0.5782291889190674,1,0,0,0
0.5945773124694824,1,0,0,0
0.6108541488647461,1,0,0,0
0.6271488666534424,1,0,0,0
0.6415653228759766,1,0,0,0
0.6578786373138428,1,0,0,0
0.6742322444915771,1,0,0,0
0.6905159950256348,1,0,0,0
0.7067923545837402,1,0,0,0
0.723222017288208,1,0,0,0
0.7394893169403076,1,0,0,0
0.755814790725708,1,0,0,0
0.7720851898193359,1,0,0,0
0.7873179912567139,1,0,0,0
0.8037142753601074,1,0,0,0
0.8199937343597412,1,0,0,0
0.8362793922424316,1,0,0,0
0.8526833057403564,1,0,0,0
0.8690721988677979,1,0,0,0
0.8843231201171875,1,0,0,0
0.9005758762359619,1,0,0,0
0.9168765544891357,1,0,0,0
0.9332709312438965,1,0,0,0
0.9495398998260498,1,0,0,0
0.9658174514770508,1,0,0,0
0.9820902347564697,1,0,0,0
0.9973816871643066,1,0,0,0
1.026717185974121,5,0,0,0
1.0402133464813232,5,0,0,0
1.0555100440979004,5,0,0,0
1.0717840194702148,5,0,0,0
1.0880155563354492,5,0,0,0
1.1033899784088135,5,0,0,0
1.1197168827056885,5,0,0,0
1.1359539031982422,5,0,0,0
1.1513574123382568,5,0,0,0
1.1676089763641357,5,0,0,0
1.1839494705200195,5,0,0,0
1.2002630233764648,5,0,0,0
1.2165069580078125,5,0,0,0
1.232903003692627,5,0,0,0
1.2491962909698486,5,0,0,0
1.2644774913787842,5,0,0,0
1.2807772159576416,5,0,0,0
1.2970364093780518,5,0,0,0
1.3124327659606934,5,0,0,0
1.3286809921264648,5,0,0,0
1.3449649810791016,5,0,0,0
1.3612823486328125,5,0,0,0
1.3775575160980225,5,0,0,0
1.393949031829834,5,0,0,0
1.4102263450622559,5,0,0,0
1.4265151023864746,5,0,0,0
1.442969799041748,5,0,0,0
1.460261583328247,5,0,0,0
1.4765710830688477,5,0,0,0
1.4929254055023193,5,0,0,0
1.5092368125915527,5,0,0,0
1.525496244430542,5,0,0,0
1.5417509078979492,5,0,0,0
1.5580544471740723,5,0,0,0
1.5733699798583984,5,0,0,0
1.5895869731903076,5,0,0,0
1.6058642864227295,5,0,0,0
1.6221532821655273,5,0,0,0
1.6374585628509521,5,0,0,0
1.652841329574585,5,0,0,0
1.669219970703125,5,0,0,0
1.6854655742645264,5,0,0,0
1.701737880706787,5,0,0,0
1.718034267425537,5,0,0,0
1.7333650588989258,5,0,0,0
1.7496492862701416,5,0,0,0
1.7659411430358887,5,0,0,0
1.7812988758087158,5,0,0,0
1.7976136207580566,5,0,0,0
1.813951015472412,5,0,0,0
1.8302161693572998,5,0,0,0
1.8464503288269043,5,0,0,0
1.8628325462341309,5,0,0,0
1.8791651725769043,5,0,0,0
