All stim.
[995, 996, 997, 998, 999, 1000]
Reward stim.
[995, 997, 999]
time,whichstim,iftouch,ifreward,ifout
0.015445232391357422,995,0,0,0
0.029404163360595703,995,0,0,0
0.04522705078125,995,0,0,0
0.061124563217163086,995,0,0,0
0.07681822776794434,995,0,0,0
0.09347772598266602,995,0,0,0
0.10929393768310547,995,0,0,0
0.12494850158691406,995,0,0,0
0.14076781272888184,995,0,0,0
0.15751218795776367,995,0,0,0
0.17324090003967285,995,0,0,0
0.18889784812927246,995,0,0,0
0.2055952548980713,995,0,0,0
0.2213149070739746,995,0,0,0
0.23700284957885742,995,0,0,0
0.25182366371154785,995,0,0,0
0.26773929595947266,995,0,0,0
0.2844207286834717,995,0,0,0
0.300076961517334,995,0,0,0
0.3157510757446289,995,0,0,0
0.3323953151702881,995,0,0,0
0.34804558753967285,995,0,0,0
0.3637831211090088,995,0,0,0
0.3805656433105469,995,0,0,0
0.39647364616394043,995,0,0,0
0.4121875762939453,995,0,0,0
0.4279046058654785,995,0,0,0
0.44455885887145996,995,0,0,0
0.460158109664917,995,0,0,0
0.47585153579711914,995,0,0,0
0.4925956726074219,995,0,0,0
0.5083527565002441,995,0,0,0
0.52400803565979,995,0,0,0
0.5397214889526367,995,0,0,0
0.5563607215881348,995,0,0,0
0.5720670223236084,995,0,0,0
0.5877389907836914,995,0,0,0
0.6043522357940674,995,0,0,0
0.6199333667755127,995,0,0,0
0.6365964412689209,995,0,0,0
0.6521944999694824,995,0,0,0
0.6685802936553955,995,0,0,0
0.684039831161499,995,0,0,0
0.6999497413635254,995,0,0,0
0.7163920402526855,995,0,0,0
0.7320117950439453,995,0,0,0
0.7485237121582031,995,0,0,0
0.764019250869751,995,0,0,0
0.7805337905883789,995,0,0,0
0.7960052490234375,995,0,0,0
0.812593936920166,995,0,0,0
0.8281586170196533,995,0,0,0
0.8446354866027832,995,0,0,0
0.8610577583312988,995,0,0,0
0.8786463737487793,995,0,0,0
0.8941001892089844,995,0,0,0
0.9105744361877441,995,0,0,0
0.9260647296905518,995,0,0,0
0.9425830841064453,995,0,0,0
0.9580881595611572,995,0,0,0
0.9746026992797852,995,0,0,0
0.9910755157470703,995,0,0,0
1.0067236423492432,995,0,0,0
1.0232934951782227,995,0,0,0
1.0388200283050537,995,0,0,0
1.0552375316619873,995,0,0,0
1.070868968963623,995,0,0,0
1.0873866081237793,995,0,0,0
1.1029105186462402,995,0,0,0
1.1195077896118164,995,0,0,0
1.135026216506958,995,0,0,0
1.1516036987304688,995,0,0,0
1.1682202816009521,995,0,0,0
1.183755874633789,995,0,0,0
1.20033860206604,995,0,0,0
1.215843915939331,995,0,0,0
1.2324740886688232,995,0,0,0
1.2481300830841064,995,0,0,0
1.264646053314209,995,0,0,0
1.2810766696929932,995,0,0,0
1.2967548370361328,995,0,0,0
1.3132894039154053,995,0,0,0
1.3288853168487549,995,0,0,0
1.345374345779419,995,0,0,0
1.361316204071045,995,0,0,0
1.3769855499267578,995,0,0,0
1.3936052322387695,995,0,0,0
1.4091823101043701,995,0,0,0
1.4247286319732666,995,0,0,0
1.4412508010864258,995,0,0,0
1.4569172859191895,995,0,0,0
1.47357177734375,995,0,0,0
1.489126443862915,995,0,0,0
1.519054651260376,998,0,0,0
1.5326626300811768,998,0,0,0
1.5491647720336914,998,0,0,0
1.5650815963745117,998,0,0,0
1.5809309482574463,998,0,0,0
1.5975465774536133,998,0,0,0
1.6130449771881104,998,0,0,0
1.6296215057373047,998,0,0,0
1.6461269855499268,998,0,0,0
1.6617710590362549,998,0,0,0
1.6784296035766602,998,0,0,0
1.6940128803253174,998,0,0,0
1.710632562637329,998,0,0,0
1.7272145748138428,998,0,0,0
