All stim.
[957, 958, 959, 960, 961, 962, 963, 964]
Reward stim.
[957, 959, 961, 963]
time,whichstim,iftouch,ifreward,ifout
1551652379.8403232,964,0,0,0
1551652379.8766582,964,0,0,0
1551652379.8923035,964,0,0,0
1551652379.9086742,964,0,0,0
1551652379.924959,964,0,0,0
1551652379.9400673,964,0,0,0
1551652379.956608,964,0,0,0
1551652379.972132,964,0,0,0
1551652379.9888623,964,0,0,0
1551652380.00365,964,0,0,0
1551652380.0193312,964,0,0,0
1551652380.0359404,964,0,0,0
1551652380.0518172,964,0,0,0
1551652380.0674143,964,0,0,0
1551652380.083087,964,0,0,0
1551652380.099829,964,0,0,0
1551652380.1160953,964,0,0,0
1551652380.1323698,964,0,0,0
1551652380.1487327,964,0,0,0
1551652380.1650083,964,0,0,0
1551652380.180527,964,0,0,0
1551652380.1968076,964,0,0,0
1551652380.2130554,964,0,0,0
1551652380.2292736,964,0,0,0
1551652380.2457018,964,0,0,0
1551652380.2612143,964,0,0,0
1551652380.2777205,964,0,0,0
1551652380.2932584,964,0,0,0
1551652380.3100708,964,0,0,0
1551652380.3266277,964,0,0,0
1551652380.3421667,964,0,0,0
1551652380.3590477,964,0,0,0
1551652380.3756223,964,0,0,0
1551652380.3911479,964,0,0,0
1551652380.4079962,964,0,0,0
1551652380.4243975,964,0,0,0
1551652380.4407864,964,0,0,0
1551652380.456075,964,0,0,0
1551652380.472373,964,0,0,0
1551652380.4886773,964,0,0,0
1551652380.5049944,964,0,0,0
1551652380.5213385,964,0,0,0
1551652380.5376225,964,0,0,0
1551652380.5531473,964,0,0,0
1551652380.5694826,964,0,0,0
1551652380.585823,964,0,0,0
1551652380.6021562,964,0,0,0
1551652380.6184897,964,0,0,0
1551652380.6348822,964,0,0,0
1551652380.6501436,964,0,0,0
1551652380.6664598,964,0,0,0
1551652380.683511,964,0,0,0
1551652380.6998525,964,0,0,0
1551652380.7152317,964,0,0,0
1551652380.731638,964,0,0,0
1551652380.7479048,964,0,0,0
1551652380.7632606,964,0,0,0
1551652380.779565,964,0,0,0
1551652380.7958353,964,0,0,0
1551652380.8115075,964,0,0,0
1551652380.8278475,964,0,0,0
1551652380.843283,964,0,0,0
1551652380.8596408,964,0,0,0
1551652380.8760383,964,0,0,0
1551652380.8924608,964,0,0,0
1551652380.9090145,964,0,0,0
1551652380.9253433,964,0,0,0
1551652380.9416115,964,0,0,0
1551652380.9580123,964,0,0,0
1551652380.9743874,964,0,0,0
1551652380.990745,964,0,0,0
1551652381.0137374,964,0,0,0
1551652381.0295796,964,0,0,0
1551652381.0459304,964,0,0,0
1551652381.0612593,964,0,0,0
1551652381.0775726,964,0,0,0
1551652381.093847,964,0,0,0
1551652381.1091926,964,0,0,0
1551652381.1255238,964,0,0,0
1551652381.1417994,964,0,0,0
1551652381.1572273,964,0,0,0
1551652381.1736586,964,0,0,0
1551652381.1899388,964,0,0,0
1551652381.2052925,964,0,0,0
1551652381.221748,964,0,0,0
1551652381.238012,964,0,0,0
1551652381.254278,964,0,0,0
1551652381.2706695,964,0,0,0
1551652381.286933,964,0,0,0
1551652381.302237,964,0,0,0
1551652381.31871,964,0,0,0
1551652381.3355787,964,0,0,0
1551652381.3514981,964,0,0,0
1551652381.3679607,964,0,0,0
1551652381.3832104,964,0,0,0
1551652381.399409,964,0,0,0
1551652381.416035,964,0,0,0
1551652381.4325368,964,0,0,0
1551652381.4481022,964,0,0,0
1551652381.4646804,964,0,0,0
1551652381.48086,964,0,0,0
1551652381.4970658,964,0,0,0
1551652381.513218,964,0,0,0
1551652381.529747,964,0,0,0
1551652381.5459847,964,0,0,0
